,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,cityName,prov
87,1.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,10.0,12.0,12.0,13.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,大连,辽宁省
88,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,朝阳,辽宁省
89,5.0,6.0,13.0,18.0,24.0,24.0,30.0,32.0,39.0,44.0,47.0,53.0,55.0,56.0,57.0,59.0,62.0,63.0,63.0,64.0,64.0,66.0,66.0,68.0,69.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,福州,福建省
90,3.0,3.0,4.0,4.0,5.0,6.0,7.0,13.0,17.0,18.0,19.0,20.0,21.0,21.0,23.0,25.0,25.0,28.0,31.0,32.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,厦门,福建省
91,1.0,3.0,5.0,10.0,13.0,13.0,18.0,22.0,24.0,29.0,31.0,35.0,37.0,39.0,40.0,40.0,42.0,42.0,43.0,43.0,44.0,44.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,泉州,福建省
92,1.0,2.0,3.0,6.0,6.0,7.0,8.0,9.0,9.0,9.0,12.0,12.0,14.0,16.0,16.0,21.0,23.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,宁德,福建省
93,0.0,3.0,4.0,5.0,6.0,7.0,7.0,8.0,11.0,12.0,13.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,漳州,福建省
94,0.0,1.0,4.0,4.0,8.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,三明,福建省
95,495.0,572.0,618.0,698.0,1590.0,1905.0,2261.0,2639.0,3215.0,4109.0,5142.0,6384.0,8351.0,10117.0,11618.0,13603.0,14982.0,16902.0,18454.0,19558.0,32994.0,35991.0,37914.0,39462.0,41152.0,42752.0,44412.0,45027.0,45346.0,45660.0,46201.0,46607.0,47071.0,47441.0,47824.0,48137.0,48557.0,武汉,湖北省
96,22.0,26.0,55.0,100.0,173.0,274.0,399.0,541.0,628.0,749.0,918.0,1120.0,1462.0,1886.0,2141.0,2313.0,2436.0,2541.0,2642.0,2751.0,2874.0,3009.0,3114.0,3201.0,3279.0,3320.0,3344.0,3329.0,3346.0,3429.0,3443.0,3465.0,3482.0,3501.0,3516.0,3517.0,3518.0,孝感,湖北省
97,12.0,64.0,122.0,154.0,213.0,324.0,496.0,573.0,726.0,1002.0,1246.0,1422.0,1645.0,1807.0,1897.0,2041.0,2141.0,2252.0,2332.0,2398.0,2662.0,2791.0,2817.0,2823.0,2831.0,2828.0,2844.0,2839.0,2856.0,2899.0,2904.0,2904.0,2904.0,2904.0,2904.0,2904.0,2904.0,黄冈,湖北省
98,8.0,10.0,33.0,47.0,71.0,101.0,151.0,221.0,287.0,333.0,499.0,613.0,713.0,801.0,885.0,941.0,997.0,1045.0,1075.0,1110.0,1431.0,1447.0,1478.0,1490.0,1501.0,1537.0,1541.0,1510.0,1517.0,1566.0,1574.0,1574.0,1576.0,1577.0,1579.0,1579.0,1579.0,荆州,湖北省
99,8.0,21.0,38.0,90.0,114.0,142.0,191.0,227.0,251.0,329.0,345.0,400.0,422.0,508.0,553.0,588.0,663.0,641.0,656.0,696.0,927.0,901.0,902.0,909.0,915.0,900.0,901.0,794.0,800.0,914.0,918.0,920.0,920.0,922.0,923.0,924.0,924.0,荆门,湖北省
100,2.0,10.0,11.0,12.0,27.0,32.0,55.0,90.0,97.0,140.0,169.0,188.0,225.0,265.0,307.0,359.0,379.0,416.0,438.0,460.0,480.0,500.0,514.0,523.0,531.0,544.0,562.0,567.0,568.0,571.0,571.0,573.0,575.0,575.0,575.0,575.0,575.0,仙桃,湖北省
101,1.0,1.0,20.0,31.0,51.0,63.0,117.0,167.0,276.0,353.0,392.0,452.0,496.0,563.0,610.0,633.0,711.0,749.0,772.0,784.0,810.0,877.0,906.0,901.0,895.0,904.0,907.0,891.0,895.0,914.0,917.0,924.0,926.0,927.0,929.0,931.0,931.0,宜昌,湖北省
102,1.0,5.0,20.0,40.0,65.0,88.0,119.0,150.0,177.0,212.0,256.0,291.0,318.0,353.0,395.0,438.0,467.0,481.0,505.0,536.0,562.0,586.0,597.0,602.0,612.0,626.0,638.0,641.0,654.0,659.0,667.0,669.0,671.0,671.0,671.0,671.0,671.0,十堰,湖北省
103,1.0,4.0,5.0,7.0,9.0,10.0,11.0,11.0,12.0,13.0,16.0,21.0,21.0,24.0,24.0,24.0,24.0,25.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,石家庄,河北省
104,1.0,2.0,2.0,2.0,5.0,8.0,12.0,18.0,19.0,19.0,19.0,20.0,20.0,21.0,23.0,28.0,28.0,28.0,32.0,37.0,42.0,45.0,46.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,沧州,河北省
105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,8.0,8.0,9.0,10.0,11.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,牡丹江,黑龙江省
106,1.0,6.0,8.0,8.0,10.0,11.0,13.0,18.0,25.0,34.0,45.0,63.0,73.0,82.0,94.0,100.0,114.0,128.0,146.0,150.0,159.0,164.0,167.0,182.0,188.0,190.0,192.0,194.0,197.0,197.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,哈尔滨,黑龙江省
107,1.0,1.0,3.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,15.0,18.0,19.0,19.0,20.0,20.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,大庆,黑龙江省
108,1.0,1.0,2.0,3.0,8.0,8.0,10.0,12.0,13.0,14.0,16.0,22.0,24.0,29.0,39.0,44.0,35.0,37.0,39.0,43.0,45.0,45.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,绥化,黑龙江省
109,1.0,1.0,2.0,5.0,7.0,7.0,9.0,11.0,15.0,16.0,19.0,20.0,20.0,25.0,27.0,29.0,28.0,28.0,30.0,31.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,银川,宁夏回族自治区
110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,中卫,宁夏回族自治区
111,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,满洲里,内蒙古自治区
112,1.0,1.0,,1.0,1.0,1.0,4.0,4.0,7.0,13.0,17.0,18.0,28.0,29.0,32.0,32.0,37.0,39.0,40.0,42.0,42.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,长春,吉林省
113,1.0,2.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,吉林,吉林省
114,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,松原,吉林省
115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,7.0,10.0,12.0,15.0,18.0,18.0,24.0,27.0,29.0,31.0,33.0,34.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,贵阳,贵州省
116,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,铜仁,贵州省
117,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,黔南州,贵州省
118,1.0,2.0,4.0,8.0,11.0,14.0,14.0,15.0,23.0,23.0,26.0,30.0,30.0,30.0,32.0,33.0,33.0,33.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,兰州,甘肃省
119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,白银,甘肃省
120,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,9.0,9.0,11.0,12.0,15.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,太原,山西省
121,,31.0,31.0,36.0,53.0,86.0,113.0,168.0,209.0,252.0,334.0,405.0,509.0,566.0,635.0,703.0,760.0,805.0,835.0,874.0,911.0,943.0,980.0,988.0,983.0,985.0,983.0,967.0,974.0,997.0,1001.0,1005.0,1008.0,1011.0,1013.0,1013.0,1013.0,黄石,湖北省
122,,11.0,17.0,25.0,38.0,51.0,66.0,75.0,87.0,105.0,111.0,123.0,138.0,144.0,157.0,160.0,171.0,187.0,195.0,203.0,229.0,237.0,244.0,247.0,249.0,250.0,249.0,244.0,245.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,252.0,恩施州,湖北省
123,,5.0,36.0,52.0,70.0,116.0,143.0,228.0,304.0,384.0,458.0,641.0,706.0,834.0,915.0,953.0,984.0,1049.0,1095.0,1129.0,1160.0,1206.0,1232.0,1254.0,1267.0,1278.0,1280.0,1283.0,1287.0,1296.0,1300.0,1303.0,1305.0,1306.0,1307.0,1307.0,1307.0,随州,湖北省
124,,3.0,5.0,13.0,23.0,34.0,44.0,67.0,82.0,99.0,115.0,117.0,128.0,138.0,163.0,179.0,197.0,217.0,261.0,293.0,362.0,416.0,422.0,447.0,485.0,500.0,486.0,473.0,477.0,493.0,494.0,494.0,495.0,496.0,496.0,496.0,496.0,天门,湖北省
125,,1.0,1.0,20.0,57.0,84.0,123.0,189.0,227.0,278.0,306.0,332.0,382.0,423.0,471.0,569.0,639.0,725.0,790.0,861.0,1065.0,1125.0,1192.0,1230.0,1274.0,1339.0,1343.0,1338.0,1343.0,1375.0,1379.0,1383.0,1385.0,1387.0,1389.0,1389.0,1390.0,鄂州,湖北省
126,,1.0,8.0,36.0,70.0,131.0,163.0,286.0,347.0,441.0,548.0,632.0,735.0,787.0,838.0,907.0,988.0,1019.0,1063.0,1088.0,1101.0,1111.0,1128.0,1144.0,1155.0,1163.0,1165.0,1167.0,1170.0,1173.0,1173.0,1174.0,1175.0,1175.0,1175.0,1175.0,1175.0,襄阳,湖北省
127,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,铜川,陕西省
128,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,商洛,陕西省
129,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,锡林郭勒盟,内蒙古自治区
130,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,鄂尔多斯,内蒙古自治区
131,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,赤峰,内蒙古自治区
132,,1.0,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,呼伦贝尔,内蒙古自治区
133,,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,儋州,海南省
134,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,陵水,海南省
135,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,铁岭,辽宁省
136,,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,葫芦岛,辽宁省
137,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,本溪,辽宁省
138,,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,6.0,9.0,10.0,10.0,10.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,曲靖,云南省
139,,1.0,1.0,1.0,5.0,5.0,6.0,6.0,7.0,11.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,玉溪,云南省
140,,1.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,红河州,云南省
141,,1.0,1.0,2.0,3.0,3.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,10.0,11.0,11.0,11.0,13.0,,,,,,,,,,,,,,,,,,,,大理,云南省
142,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,临夏,甘肃省
143,,1.0,,6.0,6.0,6.0,6.0,8.0,9.0,9.0,12.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,西宁,青海省
144,,1.0,3.0,6.0,8.0,11.0,15.0,16.0,17.0,19.0,19.0,19.0,24.0,26.0,27.0,29.0,30.0,32.0,32.0,33.0,35.0,35.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,德州,山东省
145,,1.0,1.0,1.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,10.0,12.0,15.0,20.0,27.0,33.0,34.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,聊城,山东省
146,,1.0,3.0,3.0,4.0,7.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,滨州,山东省
147,,1.0,1.0,4.0,5.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,12.0,13.0,13.0,14.0,16.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,菏泽,山东省
148,,1.0,1.0,2.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,自贡,四川省
149,,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0,13.0,13.0,16.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,泸州,四川省
150,,1.0,1.0,1.0,3.0,4.0,4.0,6.0,10.0,11.0,12.0,15.0,15.0,16.0,17.0,17.0,17.0,17.0,18.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,内江,四川省
151,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,固原,宁夏回族自治区
152,,3.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,8.0,10.0,12.0,12.0,15.0,18.0,19.0,20.0,20.0,20.0,20.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,乌鲁木齐,新疆维吾尔自治区
153,,5.0,5.0,6.0,8.0,8.0,10.0,13.0,14.0,15.0,15.0,19.0,24.0,27.0,29.0,31.0,31.0,31.0,31.0,36.0,38.0,43.0,43.0,46.0,49.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,常州,江苏省
154,,1.0,1.0,1.0,1.0,6.0,6.0,8.0,13.0,15.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,21.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,盐城,江苏省
155,,1.0,1.0,1.0,3.0,4.0,4.0,7.0,8.0,8.0,9.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,宿迁,江苏省
156,,1.0,3.0,3.0,3.0,6.0,7.0,11.0,11.0,13.0,13.0,13.0,17.0,17.0,18.0,18.0,21.0,26.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,保定,河北省
157,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,承德,河北省
158,,8.0,15.0,19.0,26.0,31.0,51.0,61.0,66.0,62.0,84.0,99.0,107.0,111.0,118.0,128.0,133.0,134.0,136.0,138.0,145.0,146.0,150.0,151.0,154.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,156.0,156.0,156.0,南阳,河南省
159,,2.0,7.0,9.0,10.0,16.0,25.0,30.0,40.0,46.0,58.0,72.0,82.0,98.0,106.0,113.0,116.0,123.0,126.0,128.0,134.0,137.0,138.0,138.0,138.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,驻马店,河南省
160,,1.0,3.0,4.0,6.0,7.0,11.0,15.0,21.0,21.0,27.0,33.0,39.0,41.0,41.0,43.0,44.0,46.0,48.0,53.0,54.0,55.0,55.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,新乡,河南省
161,,1.0,2.0,5.0,5.0,5.0,8.0,10.0,11.0,14.0,19.0,28.0,34.0,41.0,46.0,48.0,50.0,52.0,54.0,55.0,56.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,平顶山,河南省
162,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,固始县,河南省
163,,4.0,4.0,7.0,10.0,14.0,17.0,20.0,24.0,27.0,30.0,35.0,40.0,41.0,43.0,44.0,46.0,53.0,54.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0,益阳,湖南省
164,,3.0,3.0,4.0,7.0,17.0,20.0,25.0,26.0,30.0,32.0,35.0,39.0,43.0,43.0,43.0,45.0,45.0,45.0,45.0,45.0,46.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,衡阳,湖南省
165,,3.0,7.0,12.0,19.0,26.0,30.0,37.0,39.0,42.0,45.0,50.0,56.0,62.0,64.0,66.0,66.0,72.0,73.0,75.0,77.0,78.0,78.0,79.0,79.0,79.0,79.0,79.0,80.0,80.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,常德,湖南省
166,,2.0,2.0,8.0,11.0,19.0,29.0,36.0,41.0,49.0,51.0,55.0,68.0,74.0,83.0,86.0,87.0,89.0,91.0,94.0,99.0,100.0,100.0,101.0,101.0,101.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,邵阳,湖南省
167,,4.0,7.0,7.0,10.0,11.0,14.0,14.0,22.0,27.0,28.0,28.0,30.0,30.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,34.0,35.0,36.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,马鞍山,安徽省
168,,3.0,3.0,3.0,9.0,9.0,10.0,14.0,16.0,16.0,18.0,19.0,19.0,20.0,22.0,23.0,24.0,25.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,铜陵,安徽省
169,,1.0,3.0,6.0,9.0,11.0,14.0,14.0,15.0,16.0,16.0,21.0,23.0,26.0,27.0,29.0,29.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,芜湖,安徽省
170,,1.0,2.0,2.0,7.0,7.0,11.0,16.0,21.0,27.0,31.0,37.0,44.0,47.0,53.0,56.0,58.0,60.0,62.0,67.0,70.0,73.0,81.0,89.0,89.0,91.0,91.0,92.0,93.0,93.0,94.0,96.0,97.0,97.0,97.0,98.0,99.0,东莞,广东省
171,,1.0,2.0,2.0,5.0,8.0,12.0,12.0,14.0,15.0,18.0,18.0,20.0,21.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,汕头,广东省
172,,2.0,2.0,2.0,3.0,4.0,7.0,8.0,10.0,10.0,13.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,运城,山西省
173,,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,大同,山西省
