prov,citycode,ctnm,inaug_time,birthmonth,name,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct,cityname,gdp2018,gdpPercap2018,gdpGrowth2018,自治州-盟-地区,in_291,popHR18_all,Log_popHR18_all,primary_ind,second_ind,third_ind,prov_full,yiji_date,prov_short,yiji_jan23,yiji_jan24,yiji_jan25,yiji_jan26,yiji_num,prov_leader_rank,num_hospital_total,num_doctors_total,num_firm_total,num_non-domestic_firms_total,pct_of_non_domestic_firm,primary_emp_share_total,secondary_emp_share_total,tertiary_emp_share_total,sex,nativeplace,partytime,majorchara,firstjobtime,nativeprov,is_STEM_major,rule_in_native_prov,is_BA,is_MA,is_PhD,party_age,work_age,is_female,ct_shortname,bdidx_avgdiff_holiday,bdidx_avgdiff_date
安徽省,341000,黄山市,2015-2,1966-10,任泽锋,53,0,,,4,0.0,0.0,1.0,1.0,4.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,黄山市,2869916.0,59970.0,8.1,False,True,148.0,4.997212273764115,6.09,31.07,62.85,安徽省,2020-01-24 00:00:00.000000000,安徽,0,1,0,0,1,36.14,32.0,3398.0,528.0,16.0,3.0303030303030303,0.8900000000000006,30.45,68.66,男,内蒙古自治区乌兰察布市察哈尔右翼中旗,1986-06-01 00:00:00.000000000,1.0,1990-07-01 00:00:00.000000000,内蒙古,0.0,0,0,1,0,33.0,29.0,0,黄山,1.9016540540540536,2.0326891891891896
河南省,410900,濮阳市,2015-2,1963-2,宋殿宇,57,0,,,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,7.0,9.0,10.0,11.0,13.0,13.0,13.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,濮阳市,4387409.0,60258.0,5.8,False,True,432.0,6.068425588244111,4.08,45.47,50.45,河南省,2020-01-25 00:00:00.000000000,河南,0,0,1,0,2,55.64,61.0,7939.0,890.0,18.0,2.0224719101123596,0.030000000000001137,57.83,42.14,男,河南省驻马店市正阳县,1986-05-01 00:00:00.000000000,1.0,1984-08-01 00:00:00.000000000,河南,0.0,1,0,1,0,33.0,35.0,0,濮阳,2.7550702702702705,2.958578378378378
湖南省,431000,郴州市,2015-4,1962-5,易鹏飞,57,0,,,4,1.0,1.0,3.0,6.0,7.0,7.0,10.0,12.0,13.0,18.0,21.0,22.0,24.0,25.0,29.0,31.0,32.0,32.0,33.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0,郴州市,6904667.0,79721.0,7.7,False,True,534.0,6.280395838960195,3.5,42.09,54.4,湖南省,2020-01-23 00:00:00.000000000,湖南,1,0,0,0,0,35.3,339.0,11028.0,1076.0,47.0,4.368029739776952,0.5300000000000011,37.21,62.26,男,湖南省益阳市,1987-06-01 00:00:00.000000000,1.0,1983-07-01 00:00:00.000000000,湖南,0.0,1,1,0,0,32.0,36.0,0,郴州,1.5754189189189178,1.9081513513513508
陕西省,610400,咸阳市,2015-4,1961-11,岳亮,58,0,,,4,1.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,8.0,9.0,9.0,11.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,咸阳市,7049152.0,123996.0,7.95,False,True,468.0,6.148468295917647,0.95,71.34,27.71,陕西省,2020-01-25 00:00:00.000000000,陕西,0,0,1,0,2,43.47,151.0,10820.0,727.0,31.0,4.264099037138927,0.3999999999999986,49.65,49.95,男,河北省邯郸市,1985-04-01 00:00:00.000000000,2.0,1982-07-01 00:00:00.000000000,河北,1.0,0,0,0,1,34.0,37.0,0,咸阳,1.9913432432432447,1.9964216216216224
江西省,361000,抚州市,2015-4,1962-5,肖毅,57,1,-13.0,2020-02-06 00:00:00.000000000,4,1.0,4.0,6.0,7.0,8.0,9.0,13.0,15.0,18.0,24.0,29.0,34.0,44.0,46.0,56.0,59.0,63.0,64.0,67.0,68.0,69.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,0,抚州市,3966520.0,35359.0,8.7,False,True,431.0,6.066108090103747,11.55,46.5,41.95,江西省,2020-01-24 00:00:00.000000000,江西,0,1,0,0,1,32.02,48.0,5528.0,994.0,47.0,4.7283702213279675,0.730000000000004,51.33,47.94,男,江西省赣州市,1984-08-01 00:00:00.000000000,1.0,1981-09-01 00:00:00.000000000,江西,0.0,1,0,1,0,35.0,38.0,0,抚州,1.6638918918918906,2.137456756756757
青海省,630100,西宁市,2015-5,1968-5,王晓,51,0,,,4,0.0,1.0,4.0,6.0,6.0,6.0,6.0,8.0,9.0,9.0,12.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,西宁市,10086748.0,77662.0,10.8,False,True,206.0,5.327876168789581,0.25,37.4,62.35,青海省,2020-01-26 00:00:00.000000000,青海,0,0,0,1,3,35.9,73.0,8522.0,270.0,13.0,4.814814814814815,0.3200000000000003,38.71,60.97,男,山东省枣庄市,1987-12-01 00:00:00.000000000,1.0,1989-08-01 00:00:00.000000000,山东,0.0,0,0,0,1,32.0,30.0,0,西宁,1.7540729729729732,1.6571081081081085
广西壮族自治区,450100,南宁市,2015-5,1962-1,王小东,58,1,-10.0,2020-02-05 00:00:00.000000000,4,0.0,0.0,1.0,5.0,5.0,7.0,15.0,16.0,16.0,16.0,22.0,27.0,28.0,30.0,31.0,32.0,35.0,37.0,41.0,44.0,44.0,47.0,49.0,50.0,51.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0,南宁市,34107409.0,79292.0,8.2,False,True,757.0,6.6293632534374485,6.18,40.15,53.66,广西壮族自治区,2020-01-24 00:00:00.000000000,广西,0,1,0,0,1,37.35,115.0,23412.0,960.0,75.0,7.8125,0.9600000000000009,40.44,58.6,男,山西省大同市灵丘县,1980-05-01 00:00:00.000000000,2.0,1976-12-01 00:00:00.000000000,山西,1.0,0,0,1,0,39.0,43.0,0,南宁,1.9360648648648648,1.880402702702704
陕西省,610600,延安市,2015-6,1962-4,徐新荣,57,0,,,4,1.0,1.0,1.0,2.0,2.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,延安市,3825290.0,46935.0,8.5,False,True,238.0,5.472270673671475,5.56,43.17,51.27,陕西省,2020-01-25 00:00:00.000000000,陕西,0,0,1,0,2,43.47,63.0,5266.0,171.0,3.0,1.7543859649122806,0.7299999999999969,41.68,57.59,男,陕西省咸阳市乾县,1984-06-01 00:00:00.000000000,1.0,1984-11-01 00:00:00.000000000,陕西,0.0,1,0,1,0,35.0,35.0,0,延安,1.7551756756756776,1.7242243243243252
江西省,360700,赣州市,2015-7,1963-2,李炳军,57,1,-12.0,2020-02-06 00:00:00.000000000,4,0.0,2.0,7.0,7.0,10.0,16.0,21.0,27.0,30.0,34.0,35.0,42.0,48.0,52.0,59.0,64.0,69.0,71.0,72.0,72.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0,赣州市,7665439.0,41863.0,9.8,False,True,974.0,6.881411303642535,6.54,43.71,49.75,江西省,2020-01-24 00:00:00.000000000,江西,0,1,0,0,1,32.02,85.0,14048.0,1800.0,204.0,11.333333333333332,0.8899999999999864,35.27,63.84,男,山东省潍坊市临朐县,1984-03-01 00:00:00.000000000,2.0,1984-07-01 00:00:00.000000000,山东,1.0,0,1,0,0,35.0,35.0,0,赣州,1.9023324324324304,2.1623567567567563
云南省,530100,昆明市,2015-7,1961-12,程连元,58,1,-12.0,2020-02-05 00:00:00.000000000,4,3.0,4.0,4.0,7.0,12.0,15.0,21.0,25.0,30.0,31.0,32.0,34.0,35.0,40.0,41.0,41.0,42.0,45.0,46.0,46.0,48.0,48.0,48.0,51.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,0,昆明市,38896946.0,90074.0,13.0,False,True,563.0,6.333279628139691,1.34,38.71,59.95,云南省,2020-01-24 00:00:00.000000000,云南,0,1,0,0,1,30.69,308.0,27317.0,990.0,77.0,7.777777777777778,0.240000000000002,41.05,58.71,男,北京市,1982-12-01 00:00:00.000000000,2.0,1983-07-01 00:00:00.000000000,北京,1.0,0,0,0,1,37.0,36.0,0,昆明,1.7116945945945932,1.4813216216216212
江西省,360200,景德镇市,2015-8,1963-6,钟志生,56,1,-10.0,2020-02-04 00:00:00.000000000,4,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0,景德镇市,3854290.0,77302.0,8.7,False,True,169.0,5.1298987149230735,1.4,44.54,54.06,江西省,2020-01-24 00:00:00.000000000,江西,0,1,0,0,1,32.02,31.0,3147.0,327.0,21.0,6.422018348623854,3.1899999999999977,45.92,50.89,男,江西省新余市分宜县,1985-09-01 00:00:00.000000000,1.0,1982-08-01 00:00:00.000000000,江西,0.0,1,0,1,0,34.0,37.0,0,景德镇,1.9776486486486464,2.132529729729729
广西壮族自治区,451400,崇左市,2016-1,1963-8,刘有明,56,0,,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,崇左市,1936177.0,56747.0,10.4,False,True,250.0,5.521460917862246,14.75,47.77,37.48,广西壮族自治区,2020-01-24 00:00:00.000000000,广西,0,1,0,0,1,37.35,30.0,3374.0,201.0,19.0,9.45273631840796,8.879999999999995,22.67,68.45,男,广西省桂林市全州县,1989-07-01 00:00:00.000000000,1.0,1987-07-01 00:00:00.000000000,广西,0.0,1,0,0,1,30.0,32.0,0,崇左,1.2309459459459466,1.4548918918918927
甘肃省,620100,兰州市,2016-10,1966-9,李荣灿,53,0,,,3,1.0,2.0,4.0,8.0,11.0,14.0,14.0,15.0,23.0,23.0,26.0,30.0,30.0,30.0,32.0,33.0,33.0,33.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0,兰州市,20965283.0,78412.0,5.92,False,True,326.0,5.786897381366708,0.57,32.59,66.84,甘肃省,2020-01-25 00:00:00.000000000,甘肃,0,0,1,0,2,31.0,127.0,13692.0,351.0,17.0,4.843304843304843,0.07000000000000028,42.07,57.86,男,浙江省绍兴市,1989-08-01 00:00:00.000000000,1.0,1989-08-01 00:00:00.000000000,浙江,0.0,0,0,1,0,30.0,30.0,0,兰州,2.0272054054054056,1.8090945945945949
甘肃省,621000,庆阳市,2016-10,1963-4,贠建民,56,0,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,庆阳市,2029988.0,54416.0,6.0,False,True,270.0,5.598421958998375,2.82,51.88,45.3,甘肃省,2020-01-25 00:00:00.000000000,甘肃,0,0,1,0,2,31.0,28.0,4149.0,107.0,1.0,0.9345794392523363,0.23000000000000398,33.05,66.72,男,甘肃省天水市秦安县,1988-12-01 00:00:00.000000000,2.0,1988-07-01 00:00:00.000000000,甘肃,1.0,1,0,1,0,31.0,31.0,0,庆阳,1.3101432432432425,1.4760837837837837
广西壮族自治区,450500,北海市,2016-11,1962-12,王乃学,57,0,,,3,6.0,6.0,9.0,9.0,11.0,13.0,15.0,17.0,23.0,23.0,26.0,27.0,29.0,31.0,31.0,32.0,33.0,35.0,36.0,39.0,39.0,40.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,0,北海市,9651455.0,133523.0,10.45,False,True,175.0,5.1647859739235145,10.08,62.12,27.8,广西壮族自治区,2020-01-24 00:00:00.000000000,广西,0,1,0,0,1,37.35,25.0,3514.0,212.0,37.0,17.452830188679243,3.3999999999999986,35.53,61.07,男,山东省蓬莱市,1986-03-01 00:00:00.000000000,1.0,1984-08-01 00:00:00.000000000,山东,0.0,0,0,0,1,33.0,35.0,0,北海,2.0236108108108115,1.9928108108108105
广西壮族自治区,451100,贺州市,2016-11,1963-10,李宏庆,56,0,,,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,贺州市,3141921.0,29728.0,5.41,False,True,244.0,5.497168225293202,16.43,40.79,42.78,广西壮族自治区,2020-01-24 00:00:00.000000000,广西,0,1,0,0,1,37.35,28.0,3449.0,204.0,16.0,7.8431372549019605,1.4699999999999989,16.84,81.69,男,广西壮族自治区玉林市博白县,1985-07-01 00:00:00.000000000,1.0,1985-07-01 00:00:00.000000000,广西,0.0,1,0,1,0,34.0,34.0,0,贺州,1.55752972972973,1.8995189189189188
贵州省,520500,毕节市,2016-11,1960-6,周建琨,59,0,,,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,9.0,11.0,13.0,17.0,21.0,21.0,21.0,21.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0,毕节市,3721144.0,32162.0,12.2,False,True,923.0,6.827629234502852,17.7,31.81,50.5,贵州省,2020-01-24 00:00:00.000000000,贵州,0,1,0,0,1,35.3,509.0,11505.0,549.0,7.0,1.2750455373406193,0.35999999999999943,18.37,81.27,男,河南省平顶山市叶县,1985-12-01 00:00:00.000000000,1.0,1982-08-01 00:00:00.000000000,河南,0.0,0,0,1,0,34.0,37.0,0,毕节,0.3068081081081102,0.7022540540540536
河北省,130100,石家庄市,2016-11,1961-3,邢国辉,58,1,-13.0,2020-02-06 00:00:00.000000000,3,1.0,4.0,5.0,7.0,9.0,10.0,11.0,11.0,12.0,13.0,16.0,21.0,21.0,24.0,24.0,24.0,24.0,25.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0,石家庄市,33962728.0,69926.0,8.1,False,True,973.0,6.880384082186005,2.17,38.88,58.95,河北省,2020-01-24 00:00:00.000000000,河北,0,1,0,0,1,31.22,235.0,34487.0,2638.0,88.0,3.3358605003790753,0.20000000000000284,30.55,69.25,男,河北省石家庄市正定县,1984-09-01 00:00:00.000000000,1.0,1976-12-01 00:00:00.000000000,河北,0.0,1,0,1,0,35.0,43.0,0,石家庄,2.305664864864865,2.187313513513514
河北省,130900,沧州市,2016-11,1965-7,杨慧,54,1,-16.0,2020-02-09 00:00:00.000000000,3,1.0,2.0,2.0,2.0,5.0,8.0,12.0,18.0,19.0,19.0,19.0,20.0,20.0,21.0,23.0,28.0,28.0,28.0,32.0,37.0,42.0,45.0,46.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0,沧州市,8667928.0,120805.0,7.68,False,True,778.0,6.656726524178391,1.22,50.01,48.77,河北省,2020-01-24 00:00:00.000000000,河北,0,1,0,0,1,31.22,154.0,19233.0,2417.0,96.0,3.971865949524204,1.3300000000000125,25.07,73.6,男,河北省张家口市康保县,1985-01-01 00:00:00.000000000,2.0,1989-03-01 00:00:00.000000000,河北,1.0,1,0,0,1,35.0,30.0,0,沧州,2.528045945945945,2.5101270270270275
山西省,140200,大同市,2016-11,1964-9,张吉福,55,0,,,3,0.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,大同市,8866388.0,49181.0,5.0,False,True,318.0,5.762051382780177,1.47,38.54,60.0,山西省,2020-01-25 00:00:00.000000000,山西,0,0,1,0,2,31.47,143.0,9464.0,232.0,16.0,6.896551724137931,0.3299999999999983,50.68,48.99,男,天津市,1985-03-01 00:00:00.000000000,2.0,1989-09-01 00:00:00.000000000,天津,1.0,0,0,0,1,34.0,30.0,0,大同,1.4256540540540534,1.4205378378378368
山西省,141100,吕梁市,2016-11,1962-8,李正印,57,0,,,3,0.0,0.0,0.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0,吕梁市,813938.0,24359.0,6.4,False,True,392.0,5.971261839790462,2.44,28.09,69.47,山西省,2020-01-25 00:00:00.000000000,山西,0,0,1,0,2,31.47,104.0,7201.0,451.0,14.0,3.1042128603104215,0.21000000000000085,42.8,56.99,男,山西省长治市武乡县,1984-06-01 00:00:00.000000000,1.0,1982-08-01 00:00:00.000000000,山西,0.0,1,0,1,0,35.0,37.0,0,吕梁,1.929889189189188,1.9411702702702684
内蒙古自治区,150200,包头市,2016-11,1959-11,张院忠,60,1,-17.0,2020-02-13 00:00:00.000000000,3,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,7.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0,包头市,24190700.0,155090.0,6.0,False,True,224.0,5.4116460518550396,1.13,40.7,58.17,内蒙古自治区,2020-01-25 00:00:00.000000000,内蒙古,0,0,1,0,2,35.79,84.0,8588.0,401.0,19.0,4.738154613466334,0.7299999999999969,47.71,51.56,男,内蒙古自治区包头市,1983-06-01 00:00:00.000000000,1.0,1983-07-01 00:00:00.000000000,内蒙古,0.0,1,1,0,0,36.0,36.0,0,包头,2.065494594594596,1.9215135135135155
黑龙江省,231200,绥化市,2016-12,1963-6,曲敏,56,0,,,3,1.0,1.0,2.0,3.0,8.0,8.0,10.0,12.0,13.0,14.0,16.0,22.0,24.0,29.0,39.0,44.0,35.0,37.0,39.0,43.0,45.0,45.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0,绥化市,1765596.0,21750.0,6.4,False,True,528.0,6.269096283706261,46.07,25.77,28.15,黑龙江省,2020-01-25 00:00:00.000000000,黑龙江,0,0,1,0,2,31.47,64.0,10613.0,314.0,7.0,2.229299363057325,4.319999999999993,22.59,73.09,男,黑龙江省哈尔滨市尚志市,1992-11-01 00:00:00.000000000,1.0,1986-08-01 00:00:00.000000000,黑龙江,0.0,1,0,1,0,27.0,33.0,0,绥化,2.1514351351351357,2.3725135135135123
安徽省,341300,宿州市,2016-12,1963-11,史翔,56,0,,,3,0.0,0.0,2.0,3.0,3.0,9.0,10.0,10.0,12.0,14.0,21.0,23.0,24.0,25.0,27.0,28.0,28.0,31.0,33.0,36.0,38.0,39.0,39.0,39.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,0,宿州市,6442018.0,37389.0,9.16,False,True,656.0,6.486160788944089,10.16,38.42,51.42,安徽省,2020-01-24 00:00:00.000000000,安徽,0,1,0,0,1,36.14,81.0,9221.0,1272.0,29.0,2.279874213836478,35.637204999999994,29.188078,35.174717,男,安徽省宣城市广德县,1989-08-01 00:00:00.000000000,1.0,1982-07-01 00:00:00.000000000,安徽,0.0,1,0,1,0,30.0,37.0,0,宿州,2.1134000000000004,2.547656756756754
河南省,411300,南阳市,2016-12,1961-9,张文深,58,0,,,3,0.0,8.0,15.0,19.0,26.0,31.0,51.0,61.0,66.0,62.0,84.0,99.0,107.0,111.0,118.0,128.0,133.0,134.0,136.0,138.0,145.0,146.0,150.0,151.0,154.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,156.0,156.0,156.0,0,南阳市,7557584.0,40189.0,5.6,False,True,1200.0,7.090076835776092,6.7,33.79,59.51,河南省,2020-01-25 00:00:00.000000000,河南,0,0,1,0,2,55.64,108.0,17993.0,1969.0,37.0,1.8791264601320468,0.5399999999999991,41.35,58.11,男,河南省许昌市,1984-05-01 00:00:00.000000000,2.0,1982-08-01 00:00:00.000000000,河南,1.0,1,0,1,0,35.0,37.0,0,南阳,2.627116216216216,2.8841837837837856
湖南省,430800,张家界市,2016-12,1964-9,虢正贵,55,0,,,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,张家界市,2796735.0,53109.0,8.7,False,True,170.0,5.135798437050262,7.0,15.71,77.29,湖南省,2020-01-23 00:00:00.000000000,湖南,1,0,0,0,0,35.3,30.0,3207.0,213.0,5.0,2.3474178403755865,0.4200000000000017,22.07,77.51,男,湖南省长沙市,1984-06-01 00:00:00.000000000,1.0,1984-07-01 00:00:00.000000000,湖南,0.0,1,1,0,0,35.0,35.0,0,张家界,1.385694594594593,1.6093297297297289
湖南省,430900,益阳市,2016-12,1966-1,瞿海,54,0,,,3,0.0,4.0,4.0,7.0,10.0,14.0,17.0,20.0,24.0,27.0,30.0,35.0,40.0,41.0,43.0,44.0,46.0,53.0,54.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0,0,益阳市,6868076.0,53126.0,8.0,False,True,479.0,6.171700597410915,8.47,47.4,44.13,湖南省,2020-01-23 00:00:00.000000000,湖南,1,0,0,0,0,35.3,82.0,10996.0,1079.0,32.0,2.9657089898053752,0.28999999999999915,40.82,58.89,男,湖南省怀化市沅陵县,1986-01-01 00:00:00.000000000,1.0,1984-07-01 00:00:00.000000000,湖南,0.0,1,0,1,0,34.0,35.0,0,益阳,1.305994594594595,1.602335135135136
内蒙古自治区,150300,乌海市,2016-12,1963-4,史万钧,56,1,-11.0,2020-02-13 00:00:00.000000000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,乌海市,4100777.0,73268.0,5.3,False,True,44.0,3.784189633918261,1.23,57.7,41.07,内蒙古自治区,2020-01-25 00:00:00.000000000,内蒙古,0,0,1,0,2,35.79,27.0,1536.0,144.0,2.0,1.3888888888888888,0.17999999999999972,49.71,50.11,男,内蒙古自治区赤峰市,1985-01-01 00:00:00.000000000,1.0,1983-08-01 00:00:00.000000000,内蒙古,0.0,1,0,1,0,35.0,36.0,0,乌海,1.7747810810810818,1.629529729729732
内蒙古自治区,150600,鄂尔多斯市,2016-12,1962-1,牛俊雁,58,1,-19.0,2020-02-13 00:00:00.000000000,3,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0,鄂尔多斯市,7467000.0,111798.0,5.6,False,True,161.0,5.081404364984463,0.2,33.57,66.22,内蒙古自治区,2020-01-25 00:00:00.000000000,内蒙古,0,0,1,0,2,35.79,90.0,5652.0,399.0,18.0,4.511278195488721,0.7999999999999972,45.53,53.67,男,山西省大同市,1991-07-01 00:00:00.000000000,1.0,1979-12-01 00:00:00.000000000,山西,0.0,0,0,1,0,28.0,40.0,0,鄂尔多斯,2.0450540540540545,1.811283783783784
黑龙江省,230400,鹤岗市,2016-12,1970-1,张恩亮,50,0,,,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,鹤岗市,1415313.0,22946.0,9.9,False,True,101.0,4.61512051684126,6.08,50.89,43.03,黑龙江省,2020-01-25 00:00:00.000000000,黑龙江,0,0,1,0,2,31.47,49.0,3067.0,123.0,5.0,4.0650406504065035,29.749999999999993,34.4,35.85,男,黑龙江省绥化市望奎县,1998-11-01 00:00:00.000000000,1.0,1990-08-01 00:00:00.000000000,黑龙江,0.0,1,0,1,0,21.0,29.0,0,鹤岗,2.055137837837837,2.0861891891891893
湖北省,420300,十堰市,2016-12,1963-10,张维国,56,1,0.0,2020-01-24 00:00:00.000000000,3,1.0,5.0,20.0,40.0,65.0,88.0,119.0,150.0,177.0,212.0,256.0,291.0,318.0,353.0,395.0,438.0,467.0,481.0,505.0,536.0,562.0,586.0,597.0,602.0,612.0,626.0,638.0,641.0,654.0,659.0,667.0,669.0,671.0,671.0,671.0,671.0,671.0,0,十堰市,10794677.0,77898.0,10.1,False,True,346.0,5.846438775057725,2.81,60.1,37.09,湖北省,2020-01-24 00:00:00.000000000,湖北,0,1,0,0,1,56.66,58.0,9469.0,847.0,19.0,2.2432113341204247,1.1000000000000014,47.29,51.61,男,湖北省黄冈市黄梅县,1986-10-01 00:00:00.000000000,1.0,1983-07-01 00:00:00.000000000,湖北,0.0,1,0,1,0,33.0,36.0,0,十堰,3.218224324324324,3.320367567567569
