prov,citycode,ctnm,inaug_time,birthmonth,name,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct,cityname,gdp2018,gdpPercap2018,gdpGrowth2018,自治州-盟-地区,in_291,popHR18_all,Log_popHR18_all,primary_ind,second_ind,third_ind,prov_full,yiji_date,prov_short,yiji_jan23,yiji_jan24,yiji_jan25,yiji_jan26,yiji_num,prov_leader_rank,num_hospital_total,num_doctors_total,num_firm_total,num_non-domestic_firms_total,pct_of_non_domestic_firm,primary_emp_share_total,secondary_emp_share_total,tertiary_emp_share_total,sex,nativeplace,partytime,majorchara,firstjobtime,nativeprov,is_STEM_major,rule_in_native_prov,is_BA,is_MA,is_PhD,party_age,work_age,is_female,ct_shortname,bdidx_avgdiff_holiday,bdidx_avgdiff_date
黑龙江省,230800,佳木斯市,2019-12,1968-9,杨博,51,0,,,0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,8.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,佳木斯市,4561525.0,59023.0,6.0,False,True,235.0,5.459585514144159,6.31,25.78,67.91,黑龙江省,2020-01-25 00:00:00.000000000,黑龙江,0,0,1,0,2,31.47,92.0,5694.0,288.0,11.0,3.8194444444444446,11.939999999999998,21.65,66.41,男,内蒙古达拉特旗,1991-06-01 00:00:00.000000000,1.0,1987-07-01 00:00:00.000000000,内蒙古,0.0,0,0,1,0,28.0,32.0,0,佳木斯,2.458981081081081,2.441621621621621
江苏省,320800,淮安市,2019-12,1971-10,蔡丽新,48,0,,,0,0.0,0.0,1.0,2.0,2.0,3.0,7.0,10.0,12.0,13.0,18.0,22.0,26.0,34.0,37.0,40.0,44.0,46.0,46.0,47.0,51.0,56.0,60.0,63.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0,淮安市,22359500.0,72908.0,7.25,False,True,561.0,6.329720905522696,8.45,43.9,47.65,江苏省,2020-01-25 00:00:00.000000000,江苏,0,0,1,0,2,39.66,59.0,12700.0,2175.0,190.0,8.735632183908045,0.6799999999999997,63.42,35.9,女,江苏无锡,1992-10-01 00:00:00.000000000,1.0,1994-08-01 00:00:00.000000000,江苏,0.0,1,0,0,1,27.0,25.0,1,淮安,2.156543243243242,2.2244648648648653
浙江省,331000,台州市,2019-12,1970-4,李跃旗,49,0,,,0,18.0,20.0,21.0,22.0,22.0,40.0,64.0,81.0,95.0,100.0,109.0,115.0,122.0,124.0,129.0,133.0,138.0,141.0,143.0,143.0,144.0,144.0,145.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,0,台州市,16240361.0,83050.0,8.94,False,True,604.0,6.403574197934815,3.19,44.27,52.53,浙江省,2020-01-23 00:00:00.000000000,浙江,1,0,0,0,0,66.3,111.0,17235.0,3760.0,152.0,4.042553191489362,0.049999999999993605,68.68,31.27,男,上海人,1991-07-01 00:00:00.000000000,2.0,1990-07-01 00:00:00.000000000,上海,1.0,0,0,0,1,28.0,29.0,0,台州,2.0902243243243235,1.748175675675676
安徽省,340700,铜陵市,2019-12,1970-10,丁纯,49,0,,,0,0.0,3.0,3.0,3.0,9.0,9.0,10.0,14.0,16.0,16.0,18.0,19.0,19.0,20.0,22.0,23.0,24.0,25.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0,铜陵市,8813428.0,,8.44,False,True,171.0,5.14166355650266,1.73,63.67,34.6,安徽省,2020-01-24 00:00:00.000000000,安徽,0,1,0,0,1,36.14,28.0,3337.0,540.0,21.0,3.888888888888889,1.9299999999999997,55.97,42.1,男,江苏江阴,1991-06-01 00:00:00.000000000,2.0,1995-04-01 00:00:00.000000000,江苏,1.0,0,0,1,0,28.0,24.0,0,铜陵,1.4154783783783782,1.6228783783783782
福建省,350300,莆田市,2019-12,1966-4,刘建洋,53,0,,,0,0.0,0.0,1.0,10.0,14.0,14.0,17.0,22.0,25.0,27.0,34.0,37.0,38.0,42.0,44.0,47.0,47.0,51.0,51.0,52.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,0,莆田市,16647596.0,81847.0,8.42,False,True,355.0,5.872117789475416,5.56,54.18,40.26,福建省,2020-01-24 00:00:00.000000000,福建,0,1,0,0,1,35.3,47.0,5376.0,1221.0,177.0,14.496314496314497,0.14999999999999858,69.39,30.46,男,江西莲花,1986-12-01 00:00:00.000000000,1.0,1985-07-01 00:00:00.000000000,江西,0.0,0,0,1,0,33.0,34.0,0,莆田,1.3312918918918908,1.3310648648648642
山东省,371400,德州市,2019-12,1967-2,李猛,53,0,,,0,0.0,1.0,3.0,6.0,8.0,11.0,15.0,16.0,17.0,19.0,19.0,19.0,24.0,26.0,27.0,29.0,30.0,32.0,32.0,33.0,35.0,35.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0,德州市,8957000.0,68314.0,7.19,False,True,595.0,6.38856140554563,4.77,49.7,45.53,山东省,2020-01-24 00:00:00.000000000,山东,0,1,0,0,1,89.72,104.0,13010.0,3047.0,84.0,2.7568099770265837,0.14000000000000057,45.5,54.36,男,安徽省淮南市凤台县,1994-01-01 00:00:00.000000000,1.0,1987-07-01 00:00:00.000000000,安徽,0.0,0,0,1,0,26.0,32.0,0,德州,2.2623783783783784,2.320683783783781
湖南省,430600,岳阳市,2019-12,1962-1,王一鸥,58,0,,,0,3.0,5.0,6.0,7.0,17.0,26.0,29.0,37.0,45.0,53.0,70.0,83.0,89.0,93.0,107.0,111.0,115.0,124.0,134.0,146.0,148.0,149.0,153.0,154.0,154.0,155.0,155.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,0,岳阳市,13125986.0,99537.0,6.6,False,True,567.0,6.340359303727752,3.23,38.93,57.84,湖南省,2020-01-23 00:00:00.000000000,湖南,1,0,0,0,0,35.3,242.0,15306.0,1188.0,39.0,3.2828282828282833,1.8500000000000014,41.74,56.41,男,安徽凤台,1994-01-01 00:00:00.000000000,1.0,1987-07-01 00:00:00.000000000,安徽,0.0,0,0,1,0,26.0,32.0,0,岳阳,2.020881081081081,2.2760486486486475
湖南省,431300,娄底市,2019-12,1969-9,刘非,50,0,,,0,3.0,5.0,5.0,7.0,9.0,13.0,16.0,20.0,26.0,29.0,35.0,40.0,45.0,51.0,53.0,59.0,64.0,66.0,69.0,69.0,72.0,73.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0,娄底市,4601745.0,74886.0,10.4,False,True,454.0,6.118097198041348,3.86,52.31,43.83,湖南省,2020-01-23 00:00:00.000000000,湖南,1,0,0,0,0,35.3,86.0,9548.0,794.0,10.0,1.2594458438287155,0.5,49.17,50.33,男,吉林长春,1990-06-01 00:00:00.000000000,1.0,1993-03-01 00:00:00.000000000,吉林,0.0,0,0,0,1,29.0,26.0,0,娄底,1.468443243243243,1.8368540540540552
海南省,460100,海口市,2019-12,1965-11,何忠友,54,0,,,0,3.0,3.0,3.0,6.0,7.0,9.0,9.0,9.0,11.0,11.0,13.0,14.0,16.0,16.0,21.0,23.0,23.0,28.0,29.0,29.0,29.0,31.0,33.0,33.0,34.0,34.0,34.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0,海口市,13905779.0,61589.0,7.5,False,True,171.0,5.14166355650266,4.49,18.14,77.37,海南省,2020-01-25 00:00:00.000000000,海南,0,0,1,0,2,32.74,123.0,12417.0,151.0,37.0,24.503311258278146,7.060000000000002,18.95,73.99,男,安徽省芜湖市无为县,1993-06-01 00:00:00.000000000,2.0,1988-07-01 00:00:00.000000000,安徽,1.0,0,0,1,0,26.0,31.0,0,海口,2.1135405405405407,1.9440810810810802
四川省,510600,德阳市,2019-12,1970-2,靳磊,49,0,,,0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,7.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0,德阳市,6709721.0,68888.0,8.6,False,True,388.0,5.961005339623274,7.95,49.48,42.57,四川省,2020-01-24 00:00:00.000000000,四川,0,1,0,0,1,66.1,85.0,8953.0,1374.0,40.0,2.911208151382824,0.060000000000002274,49.8,50.14,男,河南济源,1999-10-01 00:00:00.000000000,1.0,1992-07-01 00:00:00.000000000,河南,0.0,0,0,1,0,20.0,27.0,0,德阳,1.5811432432432428,1.6663972972972965
陕西省,611000,商洛市,2019-12,1968-7,郭永红,51,0,,,0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,商洛市,1478000.0,27384.0,9.5,False,True,253.0,5.53338948872752,9.64,43.3,47.06,陕西省,2020-01-25 00:00:00.000000000,陕西,0,0,1,0,2,43.47,180.0,4362.0,250.0,0.0,0.0,0.9499999999999957,42.84,56.21,女,湖北浠水,1990-06-01 00:00:00.000000000,1.0,1990-07-01 00:00:00.000000000,湖北,0.0,0,1,0,0,29.0,29.0,1,商洛,1.0630135135135137,1.2406513513513526
甘肃省,620300,金昌市,2019-12,1968-1,张永霞,52,0,,,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,金昌市,1564325.0,66909.0,1.3,False,True,46.0,3.828641396489095,2.6,61.42,35.99,甘肃省,2020-01-25 00:00:00.000000000,甘肃,0,0,1,0,2,31.0,13.0,1385.0,94.0,0.0,0.0,2.5500000000000043,64.71,32.74,女,山东日照,1992-11-01 00:00:00.000000000,2.0,1990-07-01 00:00:00.000000000,山东,1.0,0,1,0,0,27.0,29.0,1,金昌,1.0555459459459469,1.0567513513513518
河北省,130500,邢台市,2019-12,1967-11,钱三雄,52,0,,,0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,7.0,10.0,10.0,14.0,16.0,16.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0,邢台市,3706907.0,38163.0,7.25,False,True,790.0,6.672032945461067,1.05,35.77,63.18,河北省,2020-01-24 00:00:00.000000000,河北,0,1,0,0,1,31.22,177.0,17533.0,1343.0,38.0,2.8294862248696946,0.1699999999999875,28.46,71.37,男,浙江绍兴,1988-12-01 00:00:00.000000000,1.0,1990-08-01 00:00:00.000000000,浙江,0.0,0,1,0,0,31.0,29.0,0,邢台,2.3880297297297304,2.444137837837838
山西省,140800,运城市,2019-12,1972-12,丁小强,47,0,,,0,0.0,2.0,2.0,2.0,3.0,4.0,7.0,8.0,10.0,10.0,13.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0,运城市,2461333.0,34987.0,7.0,False,True,513.0,6.240275845170769,6.0,28.61,65.39,山西省,2020-01-25 00:00:00.000000000,山西,0,0,1,0,2,31.47,269.0,11583.0,456.0,15.0,3.289473684210526,0.5600000000000023,31.78,67.66,男,江苏省盐城市东台市,1994-03-01 00:00:00.000000000,1.0,1995-07-01 00:00:00.000000000,江苏,0.0,0,0,0,1,25.0,24.0,0,运城,2.295043243243243,2.4328891891891877
内蒙古自治区,150500,通辽市,2019-12,1963-7,冯玉臻,56,1,-17.0,2020-02-13 00:00:00.000000000,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,通辽市,4201300.0,40347.0,4.4,False,True,316.0,5.755742213586912,13.19,34.29,52.52,内蒙古自治区,2020-01-25 00:00:00.000000000,内蒙古,0,0,1,0,2,35.79,81.0,7114.0,206.0,11.0,5.339805825242718,20.30000000000001,21.54,58.16,男,内蒙古和林格尔,1989-06-01 00:00:00.000000000,1.0,1980-08-01 00:00:00.000000000,内蒙古,0.0,1,1,0,0,30.0,39.0,0,通辽,1.8602810810810824,1.9489648648648648
内蒙古自治区,152900,阿拉善盟,2019-12,1969-8,万超岐,50,1,20.0,2020-02-13 00:00:00.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,True,False,,,,,,内蒙古自治区,2020-01-25 00:00:00.000000000,内蒙古,0,0,1,0,2,35.79,,,,,,,,,,,,,,,,0,0,0,0,,,0,阿拉善盟,1.2953270270270276,1.1216729729729742
辽宁省,210600,丹东市,2019-12,1964-10,裴伟东,55,1,-10.0,2020-02-05 00:00:00.000000000,0,0.0,0.0,1.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,丹东市,2298381.0,29409.0,4.0,False,True,235.0,5.459585514144159,3.82,31.58,64.6,辽宁省,2020-01-25 00:00:00.000000000,辽宁,0,0,1,0,2,60.3,44.0,5659.0,345.0,40.0,11.594202898550725,0.789999999999992,35.37,63.84,男,内蒙古自治区赤峰市宁城县,1989-01-01 00:00:00.000000000,2.0,1989-04-01 00:00:00.000000000,内蒙古,1.0,0,0,1,0,31.0,30.0,0,丹东,1.2716648648648643,1.261335135135135
辽宁省,210900,阜新市,2019-12,1966-12,吕志成,53,1,-4.0,2020-02-05 00:00:00.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,阜新市,1849479.0,23399.0,-0.9,False,True,186.0,5.225746673713202,1.54,38.33,60.13,辽宁省,2020-01-25 00:00:00.000000000,辽宁,0,0,1,0,2,60.3,55.0,4547.0,211.0,15.0,7.109004739336493,1.9399999999999977,33.93,64.13,男,河北广宗,1996-05-01 00:00:00.000000000,1.0,1990-07-01 00:00:00.000000000,河北,0.0,0,0,1,0,23.0,29.0,0,阜新,1.4479648648648635,1.501432432432432
江苏省,320200,无锡市,2019-12,1962-10,黄钦,57,1,-10.0,2020-02-03 00:00:00.000000000,0,1.0,1.0,2.0,4.0,6.0,9.0,10.0,12.0,13.0,19.0,23.0,25.0,26.0,28.0,31.0,34.0,38.0,41.0,45.0,48.0,49.0,51.0,52.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0,无锡市,54652800.0,150120.0,7.7,False,True,493.0,6.20050917404269,0.81,41.33,57.86,江苏省,2020-01-25 00:00:00.000000000,江苏,0,0,1,0,2,39.66,166.0,19610.0,5258.0,1179.0,22.422974515024723,0.060000000000002274,64.25,35.69,男,贵州桐梓,1986-12-01 00:00:00.000000000,1.0,1979-07-01 00:00:00.000000000,贵州,0.0,0,0,1,0,33.0,40.0,0,无锡,2.1648324324324317,1.7799378378378392
江苏省,320400,常州市,2019-12,1967-9,齐家滨,52,1,-10.0,2020-02-04 00:00:00.000000000,0,0.0,5.0,5.0,6.0,8.0,8.0,10.0,13.0,14.0,15.0,15.0,19.0,24.0,27.0,29.0,31.0,31.0,31.0,31.0,36.0,38.0,43.0,43.0,46.0,49.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0,常州市,57722100.0,146104.0,8.2,False,True,379.0,5.937536205082426,1.84,46.36,51.8,江苏省,2020-01-25 00:00:00.000000000,江苏,0,0,1,0,2,39.66,67.0,13100.0,4240.0,743.0,17.52358490566038,0.11999999999999744,60.38,39.5,男,山东省济南市,1992-06-01 00:00:00.000000000,1.0,1989-07-01 00:00:00.000000000,山东,0.0,0,0,0,1,27.0,30.0,0,常州,2.355183783783785,2.018808108108109
江苏省,320600,南通市,2019-12,1963-4,徐惠民,56,1,-11.0,2020-02-04 00:00:00.000000000,0,1.0,1.0,2.0,4.0,6.0,6.0,9.0,10.0,12.0,17.0,19.0,22.0,25.0,27.0,29.0,31.0,32.0,33.0,35.0,37.0,38.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0,南通市,28626300.0,121783.0,7.8,False,True,764.0,6.638567789166521,2.14,45.61,52.25,江苏省,2020-01-25 00:00:00.000000000,江苏,0,0,1,0,2,39.66,222.0,18800.0,5131.0,1022.0,19.918144611186904,0.23000000000000043,81.89,17.88,男,江苏苏州人,1987-05-01 00:00:00.000000000,1.0,1981-07-01 00:00:00.000000000,江苏,0.0,1,0,1,0,32.0,38.0,0,南通,1.7162729729729742,1.5907648648648658
江苏省,321000,扬州市,2019-12,1965-5,夏心旻,54,1,-12.0,2020-02-05 00:00:00.000000000,0,1.0,1.0,1.0,4.0,5.0,8.0,8.0,8.0,13.0,13.0,14.0,15.0,15.0,15.0,17.0,17.0,18.0,18.0,18.0,18.0,20.0,20.0,21.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0,扬州市,32484000.0,133566.0,7.6,False,True,460.0,6.131226489483141,2.95,47.92,49.13,江苏省,2020-01-25 00:00:00.000000000,江苏,0,0,1,0,2,39.66,69.0,10900.0,2858.0,350.0,12.24632610216935,0.03999999999999204,74.04,25.92,男,江苏盐城,1988-04-01 00:00:00.000000000,1.0,1985-07-01 00:00:00.000000000,江苏,0.0,1,0,1,0,31.0,34.0,0,扬州,1.9253297297297287,1.8311837837837843
湖北省,421200,咸宁市,2019-12,1966-6,孟祥伟,53,1,1.0,2020-01-24 00:00:00.000000000,0,0.0,0.0,43.0,64.0,91.0,112.0,130.0,166.0,206.0,246.0,296.0,348.0,384.0,399.0,443.0,476.0,493.0,507.0,515.0,525.0,534.0,732.0,840.0,852.0,861.0,868.0,832.0,766.0,766.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,0,咸宁市,2830000.0,53676.0,8.7,False,True,304.0,5.717027701406222,10.6,57.24,32.16,湖北省,2020-01-24 00:00:00.000000000,湖北,0,1,0,0,1,56.66,32.0,6743.0,880.0,26.0,2.9545454545454546,0.17999999999999972,38.64,61.18,男,河北省石家庄市赵县,1990-12-01 00:00:00.000000000,1.0,1989-07-01 00:00:00.000000000,河北,0.0,0,0,0,1,29.0,30.0,0,咸宁,3.0372621621621634,3.3691459459459443
河北省,130300,秦皇岛市,2019-12,1962-3,朱政学,57,1,7.0,2020-01-25 00:00:00.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,秦皇岛市,10146857.0,61170.0,7.4,False,True,298.0,5.697093486505405,6.29,35.33,58.37,河北省,2020-01-24 00:00:00.000000000,河北,0,1,0,0,1,31.22,71.0,9448.0,361.0,66.0,18.282548476454295,0.1600000000000108,32.07,67.77,男,河北赵县,1984-08-01 00:00:00.000000000,1.0,1981-08-01 00:00:00.000000000,河北,0.0,1,0,1,0,35.0,38.0,0,秦皇岛,1.6703243243243242,1.5778135135135138
山东省,371100,日照市,2019-12,1967-4,张惠,52,1,-12.0,2020-02-05 00:00:00.000000000,0,1.0,3.0,4.0,5.0,6.0,8.0,9.0,9.0,10.0,11.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0,日照市,14150500.0,99323.0,8.8,False,True,304.0,5.717027701406222,5.66,50.06,44.28,山东省,2020-01-24 00:00:00.000000000,山东,0,1,0,0,1,89.72,53.0,6200.0,735.0,74.0,10.068027210884352,0.1700000000000017,49.48,50.35,女,山东烟台,1988-06-01 00:00:00.000000000,2.0,1989-07-01 00:00:00.000000000,山东,1.0,1,0,1,0,31.0,30.0,1,日照,1.556389189189188,1.4592081081081076
福建省,350200,厦门市,2019-2,1963-12,胡昌升,56,0,,,0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,13.0,17.0,18.0,19.0,20.0,21.0,21.0,23.0,25.0,25.0,28.0,31.0,32.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,1,厦门市,43517181.0,109753.0,7.6,False,True,231.0,5.442417710521793,0.54,41.64,57.82,福建省,2020-01-24 00:00:00.000000000,福建,0,1,0,0,1,35.3,51.0,12705.0,1894.0,687.0,36.27243928194297,0.10999999999999943,62.43,37.46,男,江西高安,1986-01-01 00:00:00.000000000,1.0,1986-07-01 00:00:00.000000000,江西,0.0,0,0,0,1,34.0,33.0,0,厦门,1.776562162162162,1.4562054054054052
山东省,371500,聊城市,2019-2,1972-3,孙爱军,47,0,,,0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,10.0,12.0,15.0,20.0,27.0,33.0,34.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0,聊城市,5731900.0,43501.0,8.0,False,True,640.0,6.461468176353717,10.41,45.05,44.53,山东省,2020-01-24 00:00:00.000000000,山东,0,1,0,0,1,89.72,148.0,12797.0,2325.0,39.0,1.6774193548387095,0.0799999999999983,39.95,59.97,男,山东省青岛市平度市,1993-05-01 00:00:00.000000000,1.0,1998-05-01 00:00:00.000000000,山东,0.0,1,0,0,1,26.0,21.0,0,聊城,2.196224324324324,2.230040540540541
湖南省,431100,永州市,2019-2,1968-8,严华,51,0,,,0,4.0,4.0,4.0,4.0,7.0,11.0,14.0,16.0,18.0,22.0,26.0,26.0,30.0,32.0,38.0,40.0,40.0,41.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,0,永州市,4708548.0,42534.0,8.8,False,True,642.0,6.464588303689961,13.33,39.58,47.1,湖南省,2020-01-23 00:00:00.000000000,湖南,1,0,0,0,0,35.3,128.0,12477.0,955.0,57.0,5.968586387434556,0.8900000000000006,33.72,65.39,男,湖南澧县,1987-05-01 00:00:00.000000000,1.0,1991-06-01 00:00:00.000000000,湖南,0.0,1,0,0,1,32.0,28.0,0,永州,1.1843756756756756,1.7328648648648652
福建省,350400,三明市,2019-3,1962-12,林兴禄,57,0,,,0,0.0,1.0,4.0,4.0,8.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0,三明市,4532584.0,117668.0,8.53,False,True,288.0,5.662960480135946,2.97,54.36,42.67,福建省,2020-01-24 00:00:00.000000000,福建,0,1,0,0,1,35.3,46.0,5439.0,1770.0,75.0,4.23728813559322,1.5399999999999991,35.39,63.07,男,福建龙岩,1984-04-01 00:00:00.000000000,1.0,1981-08-01 00:00:00.000000000,福建,0.0,1,0,1,0,35.0,38.0,0,三明,1.1185729729729728,1.264516216216217
福建省,350600,漳州市,2019-3,1964-8,邵玉龙,55,0,,,0,0.0,3.0,4.0,5.0,6.0,7.0,7.0,8.0,11.0,12.0,13.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0,漳州市,8148209.0,103667.0,8.7,False,True,514.0,6.2422232654551655,1.75,45.47,52.78,福建省,2020-01-24 00:00:00.000000000,福建,0,1,0,0,1,35.3,76.0,10356.0,2254.0,478.0,21.206743566992014,3.1300000000000026,57.01,39.86,男,江苏高淳,1987-03-29 10:34:17.142857152,2.0,1990-04-01 00:00:00.000000000,江苏,1.0,0,0,0,1,32.0,29.0,0,漳州,0.9826405405405412,0.9502378378378382
陕西省,610500,渭南市,2019-4,1966-4,魏建锋,53,0,,,0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,9.0,9.0,9.0,9.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,渭南市,3705194.0,41208.0,8.32,False,True,556.0,6.320768294250582,10.16,46.02,43.82,陕西省,2020-01-25 00:00:00.000000000,陕西,0,0,1,0,2,43.47,155.0,9605.0,573.0,12.0,2.094240837696335,1.3100000000000023,39.62,59.07,男,河南禹州,1996-05-01 00:00:00.000000000,2.0,1991-06-01 00:00:00.000000000,河南,1.0,0,0,0,1,23.0,28.0,0,渭南,2.106454054054054,2.193556756756757
山西省,140700,晋中市,2019-4,1963-2,赵建平,57,0,,,0,0.0,0.0,2.0,2.0,5.0,9.0,9.0,9.0,11.0,13.0,15.0,19.0,21.0,26.0,27.0,30.0,32.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,37.0,0,晋中市,2698240.0,40850.0,5.1,False,True,332.0,5.805134968916488,7.95,31.95,60.09,山西省,2020-01-25 00:00:00.000000000,山西,0,0,1,0,2,31.47,106.0,7129.0,567.0,24.0,4.232804232804233,0.3200000000000003,39.96,59.72,男,山西岢岚,1988-11-01 00:00:00.000000000,2.0,1983-08-01 00:00:00.000000000,山西,1.0,1,0,1,0,31.0,36.0,0,晋中,2.1333756756756745,2.035172972972973
