provincecode,provincename,citycode,ctnm,inaug_time,off_month,birthmonth,name,note,race,time_of_data_entry,rule_in_covid,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,cityCode,cityFullName,cityName,prov,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct
420000,湖北省,420200,黄石市,2018-8,,1968-9,董卫民,,汉族,2020-07-21 17:00:00,True,51,True,1.0,2020-01-24 00:00:00,1,420200.0,黄石市,黄石,湖北省,,31.0,31.0,36.0,53.0,86.0,113.0,168.0,209.0,252.0,334.0,405.0,509.0,566.0,635.0,703.0,760.0,805.0,835.0,874.0,911.0,943.0,980.0,988.0,983.0,985.0,983.0,967.0,974.0,997.0,1001.0,1005.0,1008.0,1011.0,1013.0,1013.0,1013.0,0
410000,河南省,410600,鹤壁市,2018-9,,1963-10,马富国,,汉族,2020-07-21 17:00:00,True,56,False,,,1,410600.0,鹤壁市,鹤壁,河南省,,,,2.0,2.0,5.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,10.0,11.0,13.0,17.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0
440000,广东省,441400,梅州市,2018-9,,1965-12,陈敏,,汉族,2020-07-21 17:00:00,True,54,False,,,1,441400.0,梅州市,梅州,广东省,,,1.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,8.0,9.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0
210000,辽宁省,210400,抚顺市,2018-9,,1964-9,来鹤,,蒙古族,2020-07-21 17:00:00,True,55,True,20.0,2020-02-05 00:00:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
370000,山东省,370400,枣庄市,2018-9,,1961-1,李峰,,汉族,2020-07-21 17:00:00,True,59,True,-8.0,2020-02-04 00:00:00,1,370400.0,枣庄市,枣庄,山东省,,,,2.0,5.0,8.0,9.0,9.0,12.0,15.0,16.0,16.0,17.0,17.0,19.0,20.0,21.0,21.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0
420000,湖北省,420700,鄂州市,2018-9,,1966-4,王立,,汉族,2020-07-21 17:00:00,True,53,True,1.0,2020-01-24 00:00:00,1,420700.0,鄂州市,鄂州,湖北省,,1.0,1.0,20.0,57.0,84.0,123.0,189.0,227.0,278.0,306.0,332.0,382.0,423.0,471.0,569.0,639.0,725.0,790.0,861.0,1065.0,1125.0,1192.0,1230.0,1274.0,1339.0,1343.0,1338.0,1343.0,1375.0,1379.0,1383.0,1385.0,1387.0,1389.0,1389.0,1390.0,0
370000,山东省,371600,滨州市,2019-1,,1963-3,佘春明,,汉族,2020-07-21 17:00:00,True,56,False,,,1,371600.0,滨州市,滨州,山东省,,1.0,3.0,3.0,4.0,7.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0
440000,广东省,440900,茂名市,2019-1,,1968-5,许志晖,,汉族,2020-07-21 17:00:00,True,51,False,,,1,440900.0,茂名市,茂名,广东省,,,,,,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,8.0,10.0,10.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0
370000,山东省,370200,青岛市,2019-1,,1963-7,王清宪,,汉族,2020-07-21 17:00:00,True,56,True,-12.0,2020-02-05 00:00:00,1,370200.0,青岛市,青岛,山东省,4.0,6.0,8.0,13.0,15.0,17.0,21.0,21.0,21.0,24.0,26.0,32.0,35.0,41.0,44.0,46.0,49.0,53.0,53.0,53.0,53.0,55.0,56.0,57.0,57.0,58.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,1
230000,黑龙江省,232700,大兴安岭地区,2019-10,,1961-3,李大义,,汉族,2020-07-21 17:00:00,True,58,False,,,0,232700.0,大兴安岭地区,大兴安岭,黑龙江省,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
320000,江苏省,321200,泰州市,2019-10,,1963-10,史立军,,汉族,2020-07-21 17:00:00,True,56,False,,,0,321200.0,泰州市,泰州,江苏省,,,1.0,2.0,4.0,8.0,9.0,12.0,17.0,17.0,21.0,23.0,26.0,28.0,29.0,30.0,30.0,31.0,34.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0
440000,广东省,441200,肇庆市,2019-10,,1966-6,范中杰,,汉族,2020-07-21 17:00:00,True,53,False,,,0,441200.0,肇庆市,肇庆,广东省,1.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,10.0,10.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0
440000,广东省,442000,中山市,2019-10,,1965-9,赖泽华,,汉族,2020-07-21 17:00:00,True,54,False,,,0,442000.0,中山市,中山,广东省,2.0,2.0,2.0,5.0,6.0,13.0,18.0,18.0,18.0,21.0,25.0,31.0,36.0,44.0,46.0,46.0,51.0,56.0,58.0,62.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0
530000,云南省,533100,德宏傣族景颇族自治州,2019-10,,1964-4,赵刚,,彝族,2020-07-21 17:00:00,True,55,False,,,0,533100.0,德宏傣族景颇族自治州,德宏,云南省,,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,0
530000,云南省,533100,德宏傣族景颇族自治州,2019-10,,1964-4,赵刚,,彝族,2020-07-21 17:00:00,True,55,False,,,0,533100.0,德宏傣族景颇族自治州,德宏州,云南省,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
220000,吉林省,220600,白山市,2019-11,,1969-12,王冰,,满族,2020-07-21 17:00:00,True,50,False,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
230000,黑龙江省,230800,佳木斯市,2019-12,,1968-9,杨博,,汉族,2020-07-21 17:00:00,True,51,False,,,0,230800.0,佳木斯市,佳木斯,黑龙江省,,,,1.0,1.0,5.0,5.0,8.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0
320000,江苏省,320800,淮安市,2019-12,,1971-10,蔡丽新,,汉族,2020-07-21 17:00:00,True,48,False,,,0,320800.0,淮安市,淮安,江苏省,,,1.0,2.0,2.0,3.0,7.0,10.0,12.0,13.0,18.0,22.0,26.0,34.0,37.0,40.0,44.0,46.0,46.0,47.0,51.0,56.0,60.0,63.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0
330000,浙江省,331000,台州市,2019-12,,1970-4,李跃旗,,汉族,2020-07-21 17:00:00,True,49,False,,,0,331000.0,台州市,台州,浙江省,18.0,20.0,21.0,22.0,22.0,40.0,64.0,81.0,95.0,100.0,109.0,115.0,122.0,124.0,129.0,133.0,138.0,141.0,143.0,143.0,144.0,144.0,145.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,0
340000,安徽省,340700,铜陵市,2019-12,,1970-10,丁纯,,汉族,2020-07-21 17:00:00,True,49,False,,,0,340700.0,铜陵市,铜陵,安徽省,,3.0,3.0,3.0,9.0,9.0,10.0,14.0,16.0,16.0,18.0,19.0,19.0,20.0,22.0,23.0,24.0,25.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0
350000,福建省,350300,莆田市,2019-12,,1966-4,刘建洋,,汉族,2020-07-21 17:00:00,True,53,False,,,0,350300.0,莆田市,莆田,福建省,,,1.0,10.0,14.0,14.0,17.0,22.0,25.0,27.0,34.0,37.0,38.0,42.0,44.0,47.0,47.0,51.0,51.0,52.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,0
370000,山东省,371400,德州市,2019-12,,1967-2,李猛,,汉族,2020-07-21 17:00:00,True,53,False,,,0,371400.0,德州市,德州,山东省,,1.0,3.0,6.0,8.0,11.0,15.0,16.0,17.0,19.0,19.0,19.0,24.0,26.0,27.0,29.0,30.0,32.0,32.0,33.0,35.0,35.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0
430000,湖南省,430600,岳阳市,2019-12,,1962-1,王一鸥,,汉族,2020-07-21 17:00:00,True,58,False,,,0,430600.0,岳阳市,岳阳,湖南省,3.0,5.0,6.0,7.0,17.0,26.0,29.0,37.0,45.0,53.0,70.0,83.0,89.0,93.0,107.0,111.0,115.0,124.0,134.0,146.0,148.0,149.0,153.0,154.0,154.0,155.0,155.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,0
430000,湖南省,431300,娄底市,2019-12,,1969-9,刘非,,汉族,2020-07-21 17:00:00,True,50,False,,,0,431300.0,娄底市,娄底,湖南省,3.0,5.0,5.0,7.0,9.0,13.0,16.0,20.0,26.0,29.0,35.0,40.0,45.0,51.0,53.0,59.0,64.0,66.0,69.0,69.0,72.0,73.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0
460000,海南省,460100,海口市,2019-12,,1965-11,何忠友,,汉族,2020-07-21 17:00:00,True,54,False,,,0,460100.0,海口市,海口,海南省,3.0,3.0,3.0,6.0,7.0,9.0,9.0,9.0,11.0,11.0,13.0,14.0,16.0,16.0,21.0,23.0,23.0,28.0,29.0,29.0,29.0,31.0,33.0,33.0,34.0,34.0,34.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0
510000,四川省,510600,德阳市,2019-12,,1970-2,靳磊,,汉族,2020-07-21 17:00:00,True,49,False,,,0,510600.0,德阳市,德阳,四川省,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,7.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0
610000,陕西省,611000,商洛市,2019-12,,1968-7,郭永红,,汉族,2020-07-21 17:00:00,True,51,False,,,0,611000.0,商洛市,商洛,陕西省,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
620000,甘肃省,620300,金昌市,2019-12,,1968-1,张永霞,,汉族,2020-07-21 17:00:00,True,52,False,,,0,620300.0,金昌市,金昌,甘肃省,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
130000,河北省,130500,邢台市,2019-12,,1967-11,钱三雄,,汉族,2020-07-21 17:00:00,True,52,False,,,0,130500.0,邢台市,邢台,河北省,,,,1.0,2.0,3.0,5.0,7.0,10.0,10.0,14.0,16.0,16.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0
140000,山西省,140800,运城市,2019-12,,1972-12,丁小强,,汉族,2020-07-21 17:00:00,True,47,False,,,0,140800.0,运城市,运城,山西省,,2.0,2.0,2.0,3.0,4.0,7.0,8.0,10.0,10.0,13.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0
150000,内蒙古自治区,150500,通辽市,2019-12,,1963-7,冯玉臻,,汉族,2020-07-21 17:00:00,True,56,True,-17.0,2020-02-13 00:00:00,0,150500.0,通辽市,通辽,内蒙古自治区,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
150000,内蒙古自治区,152900,阿拉善盟,2019-12,,1969-8,万超岐,,汉族,2020-07-21 17:00:00,True,50,True,20.0,2020-02-13 00:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
210000,辽宁省,210600,丹东市,2019-12,,1964-10,裴伟东,,汉族,2020-07-21 17:00:00,True,55,True,-10.0,2020-02-05 00:00:00,0,210600.0,丹东市,丹东,辽宁省,,,1.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
210000,辽宁省,210900,阜新市,2019-12,,1966-12,吕志成,,汉族,2020-07-21 17:00:00,True,53,True,-4.0,2020-02-05 00:00:00,0,210900.0,阜新市,阜新,辽宁省,,,,,,,,,2.0,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
320000,江苏省,320200,无锡市,2019-12,,1962-10,黄钦,,汉族,2020-07-21 17:00:00,True,57,True,-10.0,2020-02-03 00:00:00,0,320200.0,无锡市,无锡,江苏省,1.0,1.0,2.0,4.0,6.0,9.0,10.0,12.0,13.0,19.0,23.0,25.0,26.0,28.0,31.0,34.0,38.0,41.0,45.0,48.0,49.0,51.0,52.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0
320000,江苏省,320400,常州市,2019-12,,1967-9,齐家滨,,汉族,2020-07-21 17:00:00,True,52,True,-10.0,2020-02-04 00:00:00,0,320400.0,常州市,常州,江苏省,,5.0,5.0,6.0,8.0,8.0,10.0,13.0,14.0,15.0,15.0,19.0,24.0,27.0,29.0,31.0,31.0,31.0,31.0,36.0,38.0,43.0,43.0,46.0,49.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0
320000,江苏省,320600,南通市,2019-12,,1963-4,徐惠民,,汉族,2020-07-21 17:00:00,True,56,True,-11.0,2020-02-04 00:00:00,0,320600.0,南通市,南通,江苏省,1.0,1.0,2.0,4.0,6.0,6.0,9.0,10.0,12.0,17.0,19.0,22.0,25.0,27.0,29.0,31.0,32.0,33.0,35.0,37.0,38.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0
320000,江苏省,321000,扬州市,2019-12,,1965-5,夏心旻,,汉族,2020-07-21 17:00:00,True,54,True,-12.0,2020-02-05 00:00:00,0,321000.0,扬州市,扬州,江苏省,1.0,1.0,1.0,4.0,5.0,8.0,8.0,8.0,13.0,13.0,14.0,15.0,15.0,15.0,17.0,17.0,18.0,18.0,18.0,18.0,20.0,20.0,21.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0
420000,湖北省,421200,咸宁市,2019-12,,1966-6,孟祥伟,,汉族,2020-07-21 17:00:00,True,53,True,1.0,2020-01-24 00:00:00,0,421200.0,咸宁市,咸宁,湖北省,,,43.0,64.0,91.0,112.0,130.0,166.0,206.0,246.0,296.0,348.0,384.0,399.0,443.0,476.0,493.0,507.0,515.0,525.0,534.0,732.0,840.0,852.0,861.0,868.0,832.0,766.0,766.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,0
130000,河北省,130300,秦皇岛市,2019-12,,1962-3,朱政学,,汉族,2020-07-21 17:00:00,True,57,True,7.0,2020-01-25 00:00:00,0,130300.0,秦皇岛市,秦皇岛,河北省,,,,,,,,,1.0,1.0,2.0,2.0,3.0,3.0,5.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
370000,山东省,371100,日照市,2019-12,,1967-4,张惠,,汉族,2020-07-21 17:00:00,True,52,True,-12.0,2020-02-05 00:00:00,0,371100.0,日照市,日照,山东省,1.0,3.0,4.0,5.0,6.0,8.0,9.0,9.0,10.0,11.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0
350000,福建省,350200,厦门市,2019-2,,1963-12,胡昌升,,汉族,2020-07-21 17:00:00,True,56,False,,,0,350200.0,厦门市,厦门,福建省,3.0,3.0,4.0,4.0,5.0,6.0,7.0,13.0,17.0,18.0,19.0,20.0,21.0,21.0,23.0,25.0,25.0,28.0,31.0,32.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,1
370000,山东省,371500,聊城市,2019-2,,1972-3,孙爱军,,汉族,2020-07-21 17:00:00,True,47,False,,,0,371500.0,聊城市,聊城,山东省,,1.0,1.0,1.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,10.0,12.0,15.0,20.0,27.0,33.0,34.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0
430000,湖南省,431100,永州市,2019-2,,1968-8,严华,,汉族,2020-07-21 17:00:00,True,51,False,,,0,431100.0,永州市,永州,湖南省,4.0,4.0,4.0,4.0,7.0,11.0,14.0,16.0,18.0,22.0,26.0,26.0,30.0,32.0,38.0,40.0,40.0,41.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,0
350000,福建省,350400,三明市,2019-3,,1962-12,林兴禄,,汉族,2020-07-21 17:00:00,True,57,False,,,0,350400.0,三明市,三明,福建省,0.0,1.0,4.0,4.0,8.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0
350000,福建省,350600,漳州市,2019-3,,1964-8,邵玉龙,,汉族,2020-07-21 17:00:00,True,55,False,,,0,350600.0,漳州市,漳州,福建省,0.0,3.0,4.0,5.0,6.0,7.0,7.0,8.0,11.0,12.0,13.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0
620000,甘肃省,622900,临夏回族自治州,2019-3,,1964-1,郭鹤立,,汉族,2020-07-21 17:00:00,True,56,False,,,0,622900.0,临夏回族自治州,临夏,甘肃省,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
610000,陕西省,610500,渭南市,2019-4,,1966-4,魏建锋,,汉族,2020-07-21 17:00:00,True,53,False,,,0,610500.0,渭南市,渭南,陕西省,,,,1.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,9.0,9.0,9.0,9.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0
140000,山西省,140700,晋中市,2019-4,,1963-2,赵建平,,汉族,2020-07-21 17:00:00,True,57,False,,,0,140700.0,晋中市,晋中,山西省,,,2.0,2.0,5.0,9.0,9.0,9.0,11.0,13.0,15.0,19.0,21.0,26.0,27.0,30.0,32.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,37.0,0
210000,辽宁省,211200,铁岭市,2019-4,,1964-10,李士伟,,满族,2020-07-21 17:00:00,True,55,True,-11.0,2020-02-05 00:00:00,0,211200.0,铁岭市,铁岭,辽宁省,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
220000,吉林省,220100,长春市,2019-4,,1962-7,王凯,,汉族,2020-07-21 17:00:00,True,57,False,,,0,220100.0,长春市,长春,吉林省,1.0,1.0,,1.0,1.0,1.0,4.0,4.0,7.0,13.0,17.0,18.0,28.0,29.0,32.0,32.0,37.0,39.0,40.0,42.0,42.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1
220000,吉林省,220700,松原市,2019-4,,1968-11,王子联,,汉族,2020-07-21 17:00:00,True,51,False,,,0,220700.0,松原市,松原,吉林省,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
440000,广东省,440500,汕头市,2019-5,,1965-11,马文田,,汉族,2020-07-21 17:00:00,True,54,False,,,0,440500.0,汕头市,汕头,广东省,,1.0,2.0,2.0,5.0,8.0,12.0,12.0,14.0,15.0,18.0,18.0,20.0,21.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0
440000,广东省,445100,潮州市,2019-5,,1964-5,李雅林,,汉族,2020-07-21 17:00:00,True,55,False,,,0,445100.0,潮州市,潮州,广东省,,,,,,,,,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
340000,安徽省,341200,阜阳市,2019-6,,1962-11,杨光荣,,汉族,2020-07-21 17:00:00,True,57,False,,,0,341200.0,阜阳市,阜阳,安徽省,2.0,7.0,10.0,10.0,21.0,23.0,28.0,38.0,47.0,59.0,65.0,79.0,84.0,95.0,105.0,113.0,118.0,125.0,132.0,138.0,142.0,146.0,150.0,152.0,153.0,154.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,0
410000,河南省,410100,郑州市,2019-6,,1964-8,徐立毅,,汉族,2020-07-21 17:00:00,True,55,True,-11.0,2020-02-04 00:00:00,0,410100.0,郑州市,郑州,河南省,3.0,6.0,20.0,29.0,37.0,40.0,46.0,50.0,56.0,65.0,72.0,85.0,92.0,102.0,112.0,120.0,126.0,130.0,132.0,137.0,141.0,142.0,144.0,148.0,151.0,154.0,156.0,156.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,0
370000,山东省,371700,菏泽市,2019-7,,1964-10,张新文,,汉族,2020-07-21 17:00:00,True,55,False,,,0,371700.0,菏泽市,菏泽,山东省,,1.0,1.0,4.0,5.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,12.0,13.0,13.0,14.0,16.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0
510000,四川省,512000,资阳市,2019-7,,1963-9,廖仁松,,汉族,2020-07-21 17:00:00,True,56,False,,,0,512000.0,资阳市,资阳,四川省,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0
520000,贵州省,520400,安顺市,2019-7,,1961-12,陈训华,,汉族,2020-07-21 17:00:00,True,58,False,,,0,520400.0,安顺市,安顺,贵州省,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
220000,吉林省,220500,通化市,2019-7,,1965-5,高志国,,汉族,2020-07-21 17:00:00,True,54,False,,,0,220500.0,通化市,通化,吉林省,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,0
370000,山东省,370300,淄博市,2019-8,,1969-5,江敦涛,,汉族,2020-07-21 17:00:00,True,50,False,,,0,370300.0,淄博市,淄博,山东省,,,1.0,2.0,2.0,4.0,8.0,9.0,10.0,12.0,12.0,12.0,14.0,14.0,15.0,15.0,16.0,17.0,20.0,20.0,23.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0
