prov,citycode,ctnm,inaug_time,birthmonth,name,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct,cityname,gdp2018,gdpPercap2018,gdpGrowth2018,自治州-盟-地区,popHR18_all,Log_popHR18_all,primary_ind,second_ind,third_ind,prov_full,yiji_date,yiji_jan23,yiji_jan24,yiji_jan25,yiji_jan26,yiji_num
甘肃省,620800,平凉市,2017-5,1962-8,郭承录,57,0,,,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,平凉市,1286773.0,24334.0,4.0,False,234.0,5.455321115357702,6.66,23.72,69.62,甘肃省,2020-01-25,0,0,1,0,2
甘肃省,621100,定西市,2017-5,1963-6,唐晓明,56,0,,,2,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,定西市,767389.0,17890.0,4.3,False,303.0,5.713732805509369,12.69,29.63,57.68,甘肃省,2020-01-25,0,0,1,0,2
青海省,632300,黄南藏族自治州,2017-5,1964-10,王振昌,55,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,True,,,,,,青海省,2020-01-26,0,0,0,1,3
内蒙古自治区,150400,赤峰市,2017-5,1962-7,段志强,57,1,-19.0,2020-02-13,2,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,赤峰市,6113256.0,43746.0,3.1,False,460.0,6.131226489483141,10.93,37.95,51.12,内蒙古自治区,2020-01-25,0,0,1,0,2
内蒙古自治区,150800,巴彦淖尔市,2017-5,1968-10,常志刚,51,1,-15.0,2020-02-13,2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,巴彦淖尔市,2421916.0,43728.0,3.6,False,174.0,5.159055299214529,17.47,35.6,46.93,内蒙古自治区,2020-01-25,0,0,1,0,2
黑龙江省,230100,哈尔滨市,2017-5,1962-12,王兆力,57,1,-11.0,2020-02-04,2,1.0,6.0,8.0,8.0,10.0,11.0,13.0,18.0,25.0,34.0,45.0,63.0,73.0,82.0,94.0,100.0,114.0,128.0,146.0,150.0,159.0,164.0,167.0,182.0,188.0,190.0,192.0,194.0,197.0,197.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,1,哈尔滨市,47127585.0,85567.0,7.6,False,955.0,6.86171134048073,5.83,29.93,64.24,黑龙江省,2020-01-25,0,0,1,0,2
四川省,511900,巴中市,2017-6,1967-10,罗增斌,52,0,,,2,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,8.0,8.0,12.0,12.0,15.0,19.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0,巴中市,2169990.0,18292.0,8.5,False,376.0,5.929589143389895,14.46,43.56,41.97,四川省,2020-01-24,0,1,0,0,1
西藏自治区,540500,山南市,2017-6,1963-7,许成仓,56,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,山南市,493693.0,67788.0,10.2,False,35.0,3.5553480614894135,2.25,23.37,74.38,西藏自治区,,0,0,0,0,0
陕西省,610300,宝鸡市,2017-6,1965-8,徐启方,54,0,,,2,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,6.0,7.0,8.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0,宝鸡市,10803650.0,73939.0,8.1,False,381.0,5.942799375126701,3.06,66.26,30.68,陕西省,2020-01-25,0,0,1,0,2
宁夏回族自治区,640400,固原市,2017-6,1968-2,张柱,52,0,,,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,固原市,1176599.0,27929.0,8.0,False,151.0,5.017279836814924,12.78,27.41,59.81,宁夏回族自治区,2020-01-25,0,0,1,0,2
宁夏回族自治区,640500,中卫市,2017-6,1965-10,何健,54,0,,,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,0,中卫市,1716928.0,42041.0,7.9,False,122.0,4.804021044733257,13.52,38.66,47.82,宁夏回族自治区,2020-01-25,0,0,1,0,2
山西省,140100,太原市,2017-6,1963-10,罗清宇,56,0,,,2,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,9.0,9.0,11.0,12.0,15.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0,太原市,31483179.0,88340.0,7.7,False,369.0,5.910796644040527,0.54,36.52,62.93,山西省,2020-01-25,0,0,1,0,2
宁夏回族自治区,640100,银川市,2017-6,1960-8,姜志刚,59,1,-7.0,2020-01-31,2,1.0,1.0,2.0,5.0,7.0,7.0,9.0,11.0,15.0,16.0,19.0,20.0,20.0,25.0,27.0,29.0,28.0,28.0,30.0,31.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,0,银川市,11039244.0,77927.0,7.5,False,189.0,5.241747015059643,1.63,35.85,62.52,宁夏回族自治区,2020-01-25,0,0,1,0,2
福建省,350100,福州市,2017-6,1961-4,王宁,58,1,-11.0,2020-02-04,2,5.0,6.0,13.0,18.0,24.0,24.0,30.0,32.0,39.0,44.0,47.0,53.0,55.0,56.0,57.0,59.0,62.0,63.0,63.0,64.0,64.0,66.0,66.0,68.0,69.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,0,福州市,43005530.0,111092.0,8.9,False,693.0,6.541029999189903,1.39,36.69,61.92,福建省,2020-01-24,0,1,0,0,1
安徽省,341100,滁州市,2017-7,1964-10,张祥安,55,0,,,2,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0,滁州市,4329164.0,73807.0,11.0,False,454.0,6.118097198041348,4.61,65.72,29.68,安徽省,2020-01-24,0,1,0,0,1
湖南省,430100,长沙市,2017-7,1963-6,胡衡华,56,0,,,2,8.0,8.0,18.0,22.0,24.0,46.0,57.0,68.0,86.0,112.0,125.0,148.0,164.0,179.0,190.0,196.0,205.0,213.0,219.0,223.0,228.0,238.0,241.0,241.0,241.0,241.0,241.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,0,长沙市,63903360.0,152441.0,8.3,False,709.0,6.5638555265321274,0.91,35.39,63.69,湖南省,2020-01-23,1,0,0,0,0
湖南省,430700,常德市,2017-7,1966-2,周德睿,53,0,,,2,0.0,3.0,7.0,12.0,19.0,26.0,30.0,37.0,39.0,42.0,45.0,50.0,56.0,62.0,64.0,66.0,66.0,72.0,73.0,75.0,77.0,78.0,78.0,79.0,79.0,79.0,79.0,79.0,80.0,80.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,0,常德市,16105239.0,102869.0,7.8,False,606.0,6.406879986069314,3.79,47.57,48.63,湖南省,2020-01-23,1,0,0,0,0
四川省,511400,眉山市,2017-7,1962-8,慕新海,57,0,,,2,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,眉山市,5546799.0,47875.0,5.6,False,345.0,5.84354441703136,11.31,47.15,41.55,四川省,2020-01-24,0,1,0,0,1
云南省,532600,文山壮族苗族自治州,2017-7,1964-5,童志云,55,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,,,,,True,,,,,,云南省,2020-01-24,0,1,0,0,1
江苏省,320100,南京市,2017-7,1962-7,张敬华,57,1,-11.0,2020-02-04,2,3.0,4.0,7.0,7.0,10.0,14.0,19.0,25.0,28.0,35.0,40.0,44.0,47.0,52.0,57.0,65.0,71.0,78.0,84.0,87.0,90.0,91.0,91.0,92.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,1,南京市,117151000.0,141103.0,8.1,False,681.0,6.523562306149512,2.25,38.03,59.73,江苏省,2020-01-25,0,0,1,0,2
贵州省,522300,黔西南布依族苗族自治州,2017-8,1967-8,刘文新,52,0,,,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,,,,,True,,,,,,贵州省,2020-01-24,0,1,0,0,1
云南省,532300,楚雄彝族自治州,2017-8,1966-9,杨斌,53,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,,,,,True,,,,,,云南省,2020-01-24,0,1,0,0,1
云南省,533300,怒江傈僳族自治州,2017-8,1968-5,纳云德,51,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,True,,,,,,云南省,2020-01-24,0,1,0,0,1
青海省,630200,海东市,2017-8,1963-11,鸟成云,56,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,海东市,1653467.0,98134.0,7.5,False,172.0,5.147494476813453,10.21,46.85,42.94,青海省,2020-01-26,0,0,0,1,3
河北省,131100,衡水市,2017-9,1963-8,王景武,56,0,,,2,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,衡水市,5534965.0,57615.0,7.2,False,454.0,6.118097198041348,3.98,48.02,47.99,河北省,2020-01-24,0,1,0,0,1
河南省,411100,漯河市,2018-1,1968-10,蒿慧杰,51,0,,,2,0.0,0.0,3.0,6.0,9.0,9.0,11.0,13.0,14.0,16.0,20.0,23.0,24.0,26.0,26.0,29.0,30.0,30.0,31.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0,漯河市,7027980.0,51980.0,8.2,False,267.0,5.58724865840025,7.05,61.45,31.5,河南省,2020-01-25,0,0,1,0,2
甘肃省,620200,嘉峪关市,2018-1,1962-10,李忠科,57,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,嘉峪关市,2996200.0,,,False,21.0,3.044522437723423,1.3,61.1,37.6,甘肃省,2020-01-25,0,0,1,0,2
甘肃省,620900,酒泉市,2018-1,1963-1,吴仰东,57,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,酒泉市,1687479.0,40257.0,2.5,False,99.0,4.59511985013459,12.05,25.71,62.24,甘肃省,2020-01-25,0,0,1,0,2
新疆维吾尔自治区,652300,昌吉回族自治州,2018-1,1965-1,王国和,55,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,,,,,True,,,,,,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
山西省,140600,朔州市,2018-1,1963-8,陈振亮,56,0,,,2,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,朔州市,4583205.0,127482.0,,False,164.0,5.099866427824199,3.39,37.42,59.19,山西省,2020-01-25,0,0,1,0,2
河南省,411000,许昌市,2018-10,1963-6,胡五岳,56,0,,,1,0.0,0.0,0.0,1.0,2.0,2.0,3.0,8.0,12.0,13.0,15.0,19.0,24.0,26.0,28.0,30.0,31.0,31.0,32.0,34.0,34.0,37.0,37.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0,许昌市,7495540.0,57640.0,8.8,False,508.0,6.230481447578482,3.2,56.05,40.75,河南省,2020-01-25,0,0,1,0,2
广东省,441700,阳江市,2018-10,1962-5,焦兰生,57,0,,,1,3.0,5.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,0,阳江市,7094626.0,60119.0,6.5,False,297.0,5.6937321388027,13.69,40.6,45.71,广东省,2020-01-23,1,0,0,0,0
四川省,510500,泸州市,2018-10,1965-8,刘强,54,0,,,1,0.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0,13.0,13.0,16.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0,泸州市,8407557.0,57669.0,9.7,False,510.0,6.234410725718371,6.35,57.72,35.93,四川省,2020-01-24,0,1,0,0,1
宁夏回族自治区,640200,石嘴山市,2018-10,1963-2,王文宇,57,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,石嘴山市,3771905.0,73860.0,7.0,False,74.0,4.30406509320417,1.88,62.41,35.71,宁夏回族自治区,2020-01-25,0,0,1,0,2
辽宁省,210300,鞍山市,2018-10,1962-5,韩玉起,57,1,-4.0,2020-02-05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,鞍山市,8640987.0,,6.61,False,344.0,5.840641657373398,0.73,50.31,48.96,辽宁省,2020-01-25,0,0,1,0,2
海南省,460200,三亚市,2018-11,1967-10,童道驰,52,0,,,1,2.0,6.0,8.0,11.0,14.0,14.0,14.0,14.0,15.0,17.0,18.0,18.0,22.0,30.0,34.0,37.0,41.0,43.0,46.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0,三亚市,5298048.0,69780.0,7.6,False,59.0,4.07753744390572,12.39,19.98,67.63,海南省,2020-01-25,0,0,1,0,2
新疆维吾尔自治区,650500,哈密市,2018-11,1968-1,李成辉,52,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,哈密市,3591681.0,73077.0,7.3,False,56.0,4.02535169073515,7.7,54.57,37.73,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
辽宁省,210100,沈阳市,2018-11,1961-7,张雷,58,1,-12.0,2020-02-05,1,2.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,13.0,17.0,15.0,18.0,23.0,23.0,25.0,26.0,26.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,1,沈阳市,51481026.0,74567.0,3.0,False,737.0,6.602587892189336,2.32,39.2,58.48,辽宁省,2020-01-25,0,0,1,0,2
吉林省,220400,辽源市,2018-11,1964-10,柴伟,55,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,辽源市,4251037.0,92788.0,2.23,False,118.0,4.770684624465665,0.48,59.35,40.17,吉林省,2020-01-25,0,0,1,0,2
湖北省,421300,随州市,2018-11,1966-5,陈瑞峰,53,1,-13.0,2020-02-07,1,0.0,5.0,36.0,52.0,70.0,116.0,143.0,228.0,304.0,384.0,458.0,641.0,706.0,834.0,915.0,953.0,984.0,1049.0,1095.0,1129.0,1160.0,1206.0,1232.0,1254.0,1267.0,1278.0,1280.0,1283.0,1287.0,1296.0,1300.0,1303.0,1305.0,1306.0,1307.0,1307.0,1307.0,0,随州市,4346800.0,68664.0,7.54,False,250.0,5.521460917862246,5.75,47.84,46.41,湖北省,2020-01-24,0,1,0,0,1
黑龙江省,230700,伊春市,2018-12,1962-9,赵万山,57,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,伊春市,1650320.0,22214.0,6.99,False,116.0,4.7535901911063645,32.53,25.26,42.21,黑龙江省,2020-01-25,0,0,1,0,2
山东省,370700,潍坊市,2018-12,1963-6,惠新安,56,0,,,1,1.0,1.0,2.0,3.0,3.0,5.0,7.0,8.0,9.0,11.0,13.0,14.0,16.0,21.0,27.0,31.0,36.0,37.0,38.0,38.0,41.0,41.0,42.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,0,潍坊市,17510000.0,79721.0,9.4,False,908.0,6.811244378601294,2.86,47.97,49.17,山东省,2020-01-24,0,1,0,0,1
广东省,440200,韶关市,2018-12,1965-9,李红军,54,0,,,1,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,韶关市,6383211.0,61271.0,7.8,False,335.0,5.814130531825066,3.94,36.76,59.3,广东省,2020-01-23,1,0,0,0,0
江苏省,320700,连云港市,2018-2,1963-12,项雪龙,56,0,,,1,1.0,1.0,3.0,3.0,3.0,3.0,6.0,9.0,13.0,13.0,14.0,17.0,20.0,22.0,24.0,27.0,32.0,35.0,37.0,39.0,42.0,45.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0,连云港市,14478400.0,69127.0,7.5,False,533.0,6.278521424165844,8.53,44.4,47.07,江苏省,2020-01-25,0,0,1,0,2
浙江省,330500,湖州市,2018-2,1966-1,马晓晖,54,0,,,1,0.0,0.0,1.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,湖州市,10857320.0,81370.0,8.87,False,266.0,5.583496308781699,4.21,45.04,50.75,浙江省,2020-01-23,1,0,0,0,0
浙江省,330600,绍兴市,2018-2,1962-10,马卫光,57,0,,,1,1.0,4.0,5.0,6.0,7.0,19.0,19.0,23.0,24.0,27.0,30.0,30.0,30.0,33.0,34.0,36.0,38.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0,绍兴市,29516779.0,107555.0,7.04,False,446.0,6.100318952020064,3.21,47.84,48.95,浙江省,2020-01-23,1,0,0,0,0
浙江省,330700,金华市,2018-2,1964-7,陈龙,55,0,,,1,1.0,2.0,3.0,5.0,7.0,13.0,20.0,27.0,34.0,34.0,36.0,40.0,44.0,47.0,48.0,52.0,53.0,53.0,53.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0,金华市,7413927.0,65000.0,6.28,False,486.0,6.186208623900494,4.52,34.49,60.98,浙江省,2020-01-23,1,0,0,0,0
浙江省,330800,衢州市,2018-2,1968-10,徐文光,51,0,,,1,2.0,2.0,3.0,5.0,5.0,8.0,10.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0,衢州市,6022312.0,72664.0,10.1,False,258.0,5.552959584921617,5.03,46.45,48.51,浙江省,2020-01-23,1,0,0,0,0
广西壮族自治区,450400,梧州市,2018-2,1964-3,全桂寿,55,0,,,1,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,梧州市,6247607.0,76837.0,2.5,False,349.0,5.855071922202427,2.84,56.68,40.48,广西壮族自治区,2020-01-24,0,1,0,0,1
广西壮族自治区,450900,玉林市,2018-2,1965-1,黄海昆,55,0,,,1,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0,玉林市,4928736.0,43786.0,8.69,False,724.0,6.584791392385716,8.25,38.18,53.58,广西壮族自治区,2020-01-24,0,1,0,0,1
山西省,140400,长治市,2018-2,1968-3,孙大军,51,0,,,1,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,长治市,3909537.0,48705.0,2.5,False,338.0,5.823045895483019,0.92,37.9,61.19,山西省,2020-01-25,0,0,1,0,2
辽宁省,211100,盘锦市,2018-2,1963-10,付忠伟,56,1,-10.0,2020-02-05,1,0.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,7.0,6.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0,盘锦市,9736271.0,83252.0,5.1,False,130.0,4.867534450455582,7.59,47.38,45.04,辽宁省,2020-01-25,0,0,1,0,2
吉林省,220200,吉林市,2018-2,1967-1,王庭凯,53,0,,,1,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,吉林市,13344871.0,74221.0,3.2,False,415.0,6.028278520230698,3.5,35.32,61.18,吉林省,2020-01-25,0,0,1,0,2
