ct_shortname,prov,citycode,ctnm,centlon,centlat,locked_down,lockdown_date,bdidx_19m20,xc_lockdown,xc_closed,daySinceFirstCase,sub_prov_ct,gdp2018,自治州-盟-地区,in_291,pdensity,gdp_p,hospital_d,popHR18_all,Log_popHR18_all,gdp_per_10k,primary_ind,second_ind,third_ind,prov_leader_rank,num_hospital_total,num_doctors_total,num_firm_total,non_domestic_firms_total,pct_of_non_domestic_firm,primary_emp_share_total,secondary_emp_share_total,tertiary_emp_share_total,inaug_time,birthmonth,is_female,age_feb20,party_age,work_age,tenure,majorchara,is_STEM_major,rule_in_native_prov,is_BA,is_MA,is_PhD,cumulative_case,ct_shortname,log_cumulative_case
百色,广西壮族自治区,451000,百色市,106.289129803,23.986564988,0,,2.3129,0.0,1.0,,0,2872060.0,False,True,114.09,3.0881,0.6382,418.0,6.035481432524756,6870.956937799043,10.18,50.3,39.52,37.35,34.0,6382.0,354.0,13.0,3.672316384180791,1.1000000000000083,26.08,72.82,2013-2,1961-11,0,58,34.0,30.0,6,1.0,0.0,1,0,0,1,3.0,百色,1.0986122886681098
益阳,湖南省,430900,益阳市,111.950570032,28.5741381365,0,,2.5372000000000003,1.0,1.0,,0,6868076.0,False,True,390.42,3.3772,1.0996,479.0,6.171700597410915,14338.363256784969,8.47,47.4,44.13,35.3,82.0,10996.0,1079.0,32.0,2.9657089898053752,0.28999999999999915,40.82,58.89,2016-12,1966-1,0,54,34.0,35.0,3,1.0,0.0,1,0,1,0,60.0,益阳,4.0943445622221
盐城,江苏省,320900,盐城市,120.173420426,33.5176500974,0,,2.196,0.0,1.0,,0,20373200.0,False,True,489.04,6.3278,1.82,826.0,6.716594773520978,24664.891041162227,8.31,48.65,43.05,39.66,163.0,18200.0,2879.0,342.0,11.879124696075024,1.840000000000004,60.87,37.29,2018-4,1962-1,0,58,34.0,37.0,1,2.0,1.0,0,1,0,0,27.0,盐城,3.295836866004329
盘锦,辽宁省,211100,盘锦市,121.99748087100001,41.0827653148,1,2020-02-05 00:00:00.000000000,3.1463,0.0,1.0,-10.0,0,9736271.0,False,True,319.8,7.011,0.4058,130.0,4.867534450455582,74894.39230769231,7.59,47.38,45.04,60.3,62.0,4058.0,250.0,20.0,8.0,38.48,37.3,24.22,2018-2,1963-10,0,56,35.0,33.0,1,1.0,0.0,1,0,1,0,11.0,盘锦,2.3978952727983707
眉山,四川省,511400,眉山市,103.780033369,29.8977656414,0,,2.5449,0.0,1.0,,0,5546799.0,False,True,488.8,3.7227,0.6163,345.0,5.843544417031361,16077.678260869563,11.31,47.15,41.55,66.1,91.0,6163.0,584.0,21.0,3.595890410958904,0.3100000000000023,43.57,56.12,2017-7,1962-8,0,57,29.0,35.0,2,1.0,0.0,0,0,0,1,8.0,眉山,2.0794415416798357
石嘴山,宁夏回族自治区,640200,石嘴山市,106.517861951,38.9758704409,0,,2.8377,0.0,1.0,,0,3771905.0,False,True,141.24,6.4879999999999995,0.2171,74.0,4.30406509320417,50971.68918918919,1.88,62.41,35.71,30.69,35.0,2171.0,217.0,8.0,3.6866359447004617,0.7000000000000028,46.07,53.23,2018-10,1963-2,0,57,34.0,35.0,1,1.0,0.0,1,1,0,0,1.0,石嘴山,0.0
石家庄,河北省,130100,石家庄市,114.440891514,38.1294585919,1,2020-02-06 00:00:00.000000000,3.1679,1.0,1.0,-13.0,0,33962728.0,False,True,788.14,5.5177,3.4487,973.0,6.880384082186005,34905.16752312436,2.17,38.88,58.95,31.22,235.0,34487.0,2638.0,88.0,3.335860500379076,0.20000000000000284,30.55,69.25,2016-11,1961-3,0,58,35.0,43.0,3,1.0,0.0,1,0,1,0,29.0,石家庄,3.367295829986474
福州,福建省,350100,福州市,119.176153866,26.0499795379,1,2020-02-04 00:00:00.000000000,2.952500000000001,1.0,1.0,-11.0,0,43005530.0,False,True,534.91,8.2251,2.0417,693.0,6.541029999189902,62057.04184704184,1.39,36.69,61.92,35.3,116.0,20417.0,2213.0,558.0,25.21464075915048,0.17999999999999972,56.87,42.95,2017-6,1961-4,0,58,36.0,36.0,2,2.0,1.0,0,1,0,0,72.0,福州,4.276666119016055
秦皇岛,河北省,130300,秦皇岛市,119.183678414,40.089417289000004,1,2020-01-25 00:00:00.000000000,2.6763000000000003,1.0,1.0,7.0,0,10146857.0,False,True,379.39,7.3755,0.9448,298.0,5.697093486505405,34049.855704697984,6.29,35.33,58.37,31.22,71.0,9448.0,361.0,66.0,18.282548476454295,0.1600000000000108,32.07,67.77,2019-12,1962-3,0,57,35.0,38.0,0,1.0,0.0,1,0,1,0,10.0,秦皇岛,2.302585092994046
绍兴,浙江省,330600,绍兴市,120.628104104,29.7129563058,0,,3.4493,1.0,1.0,,0,29516779.0,False,True,535.09,9.6204,1.5195,446.0,6.1003189520200625,66181.11883408071,3.21,47.84,48.95,66.3,76.0,15195.0,4494.0,588.0,13.084112149532707,0.010000000000001565,78.58,21.41,2018-2,1962-10,0,57,36.0,36.0,1,1.0,0.0,1,1,0,0,42.0,绍兴,3.7376696182833684
绥化,黑龙江省,231200,绥化市,126.62351540799999,46.8898612736,0,,2.9144000000000005,1.0,1.0,,0,1765596.0,False,True,157.43,2.4109,1.0613,528.0,6.269096283706262,3343.931818181818,46.07,25.77,28.15,31.47,64.0,10613.0,314.0,7.0,2.229299363057325,4.319999999999993,22.59,73.09,2016-12,1963-6,0,56,27.0,33.0,3,1.0,0.0,1,0,1,0,47.0,绥化,3.8501476017100584
绵阳,四川省,510700,绵阳市,104.702566421,31.848501729200002,0,,2.5357,0.0,1.0,,0,11480260.0,False,True,269.16,3.8202,1.1738,537.0,6.285998094508865,21378.51024208566,7.19,45.75,47.05,66.1,90.0,11738.0,971.0,36.0,3.707518022657055,0.15000000000000568,43.8,56.05,2018-6,1971-11,0,48,29.0,26.0,1,1.0,0.0,0,0,0,1,22.0,绵阳,3.091042453358316
聊城,山东省,371500,聊城市,115.882438408,36.4584713538,0,,3.2219999999999995,0.0,1.0,,0,5731900.0,False,True,692.34,4.7624,1.2797,640.0,6.461468176353718,8956.09375,10.41,45.05,44.53,89.72,148.0,12797.0,2325.0,39.0,1.6774193548387095,0.0799999999999983,39.95,59.97,2019-2,1972-3,0,47,26.0,21.0,0,1.0,0.0,1,0,0,1,38.0,聊城,3.6375861597263857
肇庆,广东省,441200,肇庆市,112.202118015,23.5402966561,0,,2.5678,1.0,1.0,,0,11166091.0,False,True,294.14,5.1178,0.762,446.0,6.1003189520200625,25036.07847533632,7.81,51.8,40.39,182.12,54.0,7620.0,1163.0,248.0,21.324161650902838,0.21999999999999886,49.6,50.18,2019-10,1966-6,0,53,25.0,29.0,0,1.0,0.0,0,0,0,1,19.0,肇庆,2.9444389791664403
自贡,四川省,510300,自贡市,104.68285899600001,29.286608877800003,0,,2.5297,0.0,1.0,,0,8484280.0,False,True,746.4,4.4481,0.4531,324.0,5.780743515792329,26186.04938271605,6.37,51.54,42.08,66.1,68.0,4531.0,534.0,11.0,2.0599250936329585,0.3100000000000023,43.83,55.86,2020-1,1969-10,0,50,29.0,28.0,0,1.0,0.0,0,0,1,0,9.0,自贡,2.1972245773362196
舟山,浙江省,330900,舟山市,122.17341236200001,30.0557272263,0,,3.1612,0.0,1.0,,0,9165154.0,False,True,666.67,10.7463,0.3581,97.0,4.574710978503383,94486.1237113402,7.67,34.21,58.13,66.3,30.0,3581.0,351.0,23.0,6.552706552706553,0.039999999999992035,33.2,66.76,2017-2,1963-10,0,56,33.0,38.0,2,1.0,0.0,1,1,0,0,10.0,舟山,2.302585092994046
芜湖,安徽省,340200,芜湖市,118.32674452799999,31.0668722149,0,,2.8904,1.0,1.0,,0,19018514.0,False,True,638.9,7.3715,0.8702,388.0,5.961005339623274,49016.788659793805,1.44,55.94,42.62,36.14,83.0,8702.0,1962.0,126.0,6.422018348623854,0.07000000000000027,53.2,46.73,2017-4,1968-3,0,51,33.0,33.0,2,1.0,0.0,1,0,1,0,34.0,芜湖,3.5263605246161616
苏州,江苏省,320500,苏州市,120.642124259,31.376327390100002,1,2020-02-06 00:00:00.000000000,4.2471000000000005,0.0,1.0,-13.0,0,81945100.0,False,True,770.47,14.5556,3.03,691.0,6.53813982376767,118589.14616497829,1.0,47.3,51.7,39.66,193.0,30300.0,9840.0,4111.0,41.77845528455285,0.010000000000001565,73.0,26.99,2019-9,1964-1,0,56,35.0,34.0,0,2.0,1.0,0,0,0,1,87.0,苏州,4.465908118654584
茂名,广东省,440900,茂名市,110.95292806,22.0153741102,0,,2.5303000000000004,1.0,1.0,,0,13968211.0,False,True,687.72,4.3211,1.3362,804.0,6.689599269178967,17373.396766169153,10.64,49.83,39.53,182.12,71.0,13362.0,1026.0,62.0,6.042884990253412,1.4699999999999989,46.79,51.74,2019-1,1968-5,0,51,21.0,29.0,1,2.0,1.0,1,0,0,1,14.0,茂名,2.6390573296152584
荆州,湖北省,421000,荆州市,112.571602176,29.9955484715,1,2020-01-26 00:00:00.000000000,3.4498999999999995,1.0,1.0,-2.0,0,6439500.0,False,True,451.45,3.0305,1.2639,642.0,6.464588303689961,10030.373831775702,8.34,51.98,39.68,56.66,67.0,12639.0,1131.0,32.0,2.829354553492484,3.469999999999999,41.25,55.28,2018-7,1962-11,0,57,35.0,35.0,1,1.0,0.0,0,0,1,0,1579.0,荆州,7.364547014255642
荆门,湖北省,420800,荆门市,112.60917473399999,31.0711734084,1,2020-01-24 00:00:00.000000000,3.8251,1.0,1.0,0.0,0,5659000.0,False,True,241.05,5.247000000000001,0.7297,294.0,5.683579767338681,19248.299319727892,5.39,52.64,41.97,56.66,60.0,7297.0,1057.0,25.0,2.3651844843897827,1.879999999999996,52.27,45.85,2017-11,1962-9,0,57,33.0,37.0,2,1.0,0.0,1,0,1,0,927.0,荆门,6.831953565565855
莆田,福建省,350300,莆田市,118.889962375,25.4517025912,0,,2.46,0.0,0.0,,0,16647596.0,False,True,832.73,6.3313,0.5376,355.0,5.872117789475416,46894.63661971831,5.56,54.18,40.26,35.3,47.0,5376.0,1221.0,177.0,14.496314496314495,0.14999999999999858,69.39,30.46,2019-12,1966-4,0,53,33.0,34.0,0,1.0,0.0,0,0,1,0,56.0,莆田,4.02535169073515
菏泽,山东省,371700,菏泽市,115.689001686,35.1541993663,0,,3.5707,0.0,1.0,,0,7708513.0,False,True,832.3800964131058,3.2493,1.6269999999999998,1019.0,6.926577033222724,7564.782139352306,7.44,48.59,43.97,89.72,233.0,21360.0,3455.0,60.0,1.7366136034732274,0.10999999999999943,33.87,66.02,2019-7,1964-10,0,55,32.0,31.0,0,1.0,0.0,0,0,1,0,18.0,菏泽,2.8903717578961645
萍乡,江西省,360300,萍乡市,113.90021088799999,27.5159326175,1,2020-02-06 00:00:00.000000000,3.4056,1.0,1.0,-13.0,0,6083233.0,False,True,516.84,5.233,0.4433,200.0,5.298317366548036,30416.165,3.06,49.6,47.33,32.02,32.0,4433.0,578.0,23.0,3.97923875432526,0.30000000000000426,52.05,47.65,2016-3,1968-8,0,51,25.0,31.0,3,1.0,0.0,0,0,0,1,33.0,萍乡,3.4965075614664802
营口,辽宁省,210800,营口市,122.505082,40.428384,0,,2.7700000000000005,0.0,1.0,,0,8078204.0,False,True,444.49,4.7358,0.5952,232.0,5.44673737166631,34819.84482758621,2.75,42.0,55.25,60.3,126.0,5952.0,576.0,94.0,16.319444444444443,0.35999999999999943,34.53,65.11,2016-9,1961-1,0,59,37.0,36.0,3,2.0,1.0,1,1,0,0,1.0,营口,0.0
葫芦岛,辽宁省,211400,葫芦岛市,120.194450481,40.6260366463,1,2020-02-05 00:00:00.000000000,2.6644,1.0,1.0,-11.0,0,3600729.0,False,True,268.87,2.5347,0.478,277.0,5.6240175061873385,12999.02166064982,4.92,47.79,47.29,60.3,75.0,4780.0,235.0,10.0,4.25531914893617,1.009999999999998,39.61,59.38,2018-8,1965-7,0,54,34.0,31.0,1,1.0,0.0,1,0,1,0,12.0,葫芦岛,2.4849066497880004
蚌埠,安徽省,340300,蚌埠市,117.32552359299999,33.1117977519,0,,3.2797,1.0,1.0,,0,8445969.0,False,True,631.83,4.1855,0.6297,381.0,5.942799375126701,22167.897637795282,3.04,49.47,47.49,36.14,81.0,6297.0,1115.0,40.0,3.5874439461883414,0.14999999999999858,42.51,57.34,2017-12,1962-1,0,58,34.0,37.0,2,2.0,1.0,1,1,0,0,160.0,蚌埠,5.075173815233827
衡水,河北省,131100,衡水市,115.823532039,37.7608534561,0,,2.9018,0.0,1.0,,0,5534965.0,False,True,512.76,3.1955,1.101,454.0,6.118097198041347,12191.552863436124,3.98,48.02,47.99,31.22,126.0,11010.0,1166.0,38.0,3.2590051457975986,0.519999999999996,21.46,78.02,2017-9,1963-8,0,56,34.0,33.0,2,1.0,0.0,1,0,1,0,8.0,衡水,2.0794415416798357
衡阳,湖南省,430400,衡阳市,112.573018596,26.793002460300002,0,,3.1587,0.0,1.0,,0,9082292.0,False,True,522.12,3.9019999999999997,1.776,800.0,6.684611727667928,11352.865,1.98,46.11,51.91,35.3,127.0,17760.0,1098.0,33.0,3.0054644808743167,0.240000000000002,44.94,54.82,2018-1,1968-12,0,51,28.0,29.0,2,1.0,0.0,0,0,0,1,48.0,衡阳,3.871201010907891
衢州,浙江省,330800,衢州市,118.67682383200001,28.934466615700003,0,,2.1139,1.0,1.0,,0,6022312.0,False,True,289.43,5.8281,0.693,258.0,5.552959584921617,23342.29457364341,5.03,46.45,48.51,66.3,75.0,6930.0,842.0,46.0,5.463182897862233,0.10999999999999943,39.26,60.63,2018-2,1968-10,0,51,31.0,29.0,1,1.0,0.0,1,0,1,0,21.0,衢州,3.044522437723423
襄阳,湖北省,420600,襄阳市,111.937801671,31.9341540681,1,2020-01-26 00:00:00.000000000,4.0225,1.0,1.0,-1.0,0,20508774.0,False,True,300.08,6.5663,1.3934,592.0,6.3835066348840055,34643.199324324334,6.8,54.17,39.04,56.66,84.0,13934.0,1626.0,67.0,4.120541205412054,2.7600000000000047,49.48,47.76,2017-2,1965-3,0,54,28.0,35.0,2,2.0,1.0,1,1,0,0,1175.0,襄阳,7.069023426578259
西宁,青海省,630100,西宁市,101.450943865,36.8151956485,0,,2.7803000000000004,0.0,0.0,,0,10086748.0,False,True,262.4,5.3756,0.8522,206.0,5.327876168789581,48964.796116504855,0.25,37.4,62.35,35.9,73.0,8522.0,270.0,13.0,4.814814814814816,0.3200000000000003,38.71,60.97,2015-5,1968-5,0,51,32.0,30.0,4,1.0,0.0,0,0,0,1,15.0,西宁,2.70805020110221
西安,陕西省,610100,西安市,108.79089299299999,34.1102101788,0,,3.964,1.0,1.0,,1,71920980.0,False,True,808.16,7.1357,3.082,906.0,6.80903930604298,79382.98013245034,3.02,35.15,61.83,43.47,329.0,30820.0,1434.0,122.0,8.507670850767084,0.10000000000000142,37.23,62.67,2019-9,1963-10,0,56,36.0,37.0,0,1.0,0.0,0,1,0,0,120.0,西安,4.787491742782046
许昌,河南省,411000,许昌市,113.708706248,34.0727041818,0,,3.635,0.0,0.0,,0,7495540.0,False,True,1010.61,5.4522,0.9884,508.0,6.230481447578483,14755.0,3.2,56.05,40.75,55.64,101.0,9884.0,1574.0,21.0,1.3341804320203303,0.010000000000005116,58.91,41.08,2018-10,1963-6,0,56,35.0,35.0,1,1.0,0.0,1,1,0,0,39.0,许昌,3.6635616461296463
贵港,广西壮族自治区,450800,贵港市,109.99877650299999,23.3100953748,0,,3.3161000000000005,1.0,1.0,,0,4597731.0,False,True,517.83,2.2230000000000003,0.6589,556.0,6.320768294250582,8269.30035971223,15.31,38.61,46.08,37.35,51.0,6589.0,500.0,33.0,6.6000000000000005,0.4750593824228986,22.565320665083103,76.959619952494,2015-12,1962-10,0,57,30.0,39.0,4,2.0,1.0,0,0,1,0,8.0,贵港,2.0794415416798357
贵阳,贵州省,520100,贵阳市,106.707824753,26.8433944302,0,,2.982,0.0,1.0,,0,26760750.0,False,True,487.38,6.7772,1.6858,408.0,6.0112671744041615,65590.07352941176,1.81,35.2,62.99,35.3,185.0,16858.0,747.0,32.0,4.28380187416332,0.13000000000000256,49.94,49.93,2018-5,1963-9,0,56,34.0,36.0,1,1.0,0.0,0,0,1,0,36.0,贵阳,3.58351893845611
贺州,广西壮族自治区,451100,贺州市,111.36012743200001,24.3591288722,0,,3.2244,0.0,1.0,,0,3141921.0,False,True,204.2,2.5499,0.3449,244.0,5.497168225293202,12876.725409836066,16.43,40.79,42.78,37.35,28.0,3449.0,204.0,16.0,7.84313725490196,1.4699999999999989,16.84,81.69,2016-11,1963-10,0,56,34.0,34.0,3,1.0,0.0,1,0,1,0,4.0,贺州,1.3862943611198906
资阳,四川省,512000,资阳市,104.95261043200001,30.180040658299998,0,,2.4586,1.0,1.0,,0,4848100.0,False,True,633.17,3.7308,0.5145,349.0,5.855071922202427,13891.404011461318,10.2,57.45,32.35,66.1,43.0,5145.0,323.0,12.0,3.7151702786377694,0.15000000000000568,41.98,57.87,2019-7,1963-9,0,56,34.0,38.0,0,1.0,0.0,1,1,0,0,4.0,资阳,1.3862943611198906
赣州,江西省,360700,赣州市,115.27148839899999,25.7075440552,1,2020-02-06 00:00:00.000000000,3.4487,1.0,1.0,-12.0,0,7665439.0,False,True,244.14,2.5761,1.4048,974.0,6.881411303642535,7870.060574948665,6.54,43.71,49.75,32.02,85.0,14048.0,1800.0,204.0,11.333333333333332,0.8899999999999864,35.27,63.84,2015-7,1963-2,0,57,35.0,35.0,4,2.0,1.0,0,1,0,0,76.0,赣州,4.330733340286331
赤峰,内蒙古自治区,150400,赤峰市,118.904199656,43.2009960615,1,2020-02-13 00:00:00.000000000,3.1806,0.0,1.0,-19.0,0,6113256.0,False,True,51.43,4.4936,1.1601,460.0,6.131226489483143,13289.686956521738,10.93,37.95,51.12,35.79,98.0,11601.0,359.0,8.0,2.2284122562674096,4.739999999999995,29.21,66.05,2017-5,1962-7,0,57,32.0,35.0,2,1.0,0.0,1,0,1,0,9.0,赤峰,2.1972245773362196
辽源,吉林省,220400,辽源市,125.304320479,42.8104374629,0,,2.8680000000000003,0.0,1.0,,0,4251037.0,False,True,235.41,6.348,0.2808,118.0,4.770684624465665,36025.737288135584,0.48,59.35,40.17,44.12,21.0,2808.0,305.0,6.0,1.9672131147540983,1.8000000000000045,54.83,43.37,2018-11,1964-10,0,55,33.0,32.0,1,2.0,1.0,1,1,0,0,7.0,辽源,1.9459101490553132
辽阳,辽宁省,211000,辽阳市,123.243573932,41.180723720399996,1,2020-02-05 00:00:00.000000000,2.748,0.0,1.0,-8.0,0,5135963.0,False,True,373.85,3.5476,0.4593,177.0,5.17614973257383,29016.74011299435,3.19,54.36,42.45,60.3,62.0,4593.0,194.0,15.0,7.731958762886598,3.960000000000001,48.32,47.72,2015-10,1963-12,0,56,33.0,45.0,4,1.0,0.0,1,0,1,0,3.0,辽阳,1.0986122886681098
达州,四川省,511700,达州市,107.645609755,31.3655286779,0,,2.5043,0.0,1.0,,0,4890622.0,False,True,411.74,2.5921,0.6937,672.0,6.51025834052315,7277.711309523808,15.26,32.6,52.14,66.1,398.0,6937.0,560.0,5.0,0.8928571428571428,0.8400000000000034,45.47,53.69,2016-2,1963-8,1,56,36.0,35.0,4,2.0,1.0,0,0,0,1,42.0,达州,3.7376696182833684
运城,山西省,140800,运城市,111.08721974,35.1949583416,0,,3.5660000000000003,0.0,1.0,,0,2461333.0,False,True,359.59,2.3106,1.1583,513.0,6.2402758451707685,4797.92007797271,6.0,28.61,65.39,31.47,269.0,11583.0,456.0,15.0,3.2894736842105265,0.5600000000000023,31.78,67.66,2019-12,1972-12,0,47,25.0,24.0,0,1.0,0.0,0,0,0,1,19.0,运城,2.9444389791664403
连云港,江苏省,320700,连云港市,119.131039622,34.533635021,0,,3.1015,1.0,1.0,,0,14478400.0,False,True,697.31,5.2987,1.15,533.0,6.2785214241658425,27163.977485928706,8.53,44.4,47.07,39.66,80.0,11500.0,1504.0,147.0,9.773936170212766,1.4600000000000009,42.88,55.66,2018-2,1963-12,0,56,35.0,36.0,1,1.0,0.0,1,1,0,0,48.0,连云港,3.871201010907891
通化,吉林省,220500,通化市,125.948895256,41.9547727885,0,,2.6441,1.0,1.0,,0,1890231.0,False,True,141.56,4.2979,0.6007,217.0,5.37989735354046,8710.741935483871,1.58,42.04,56.38,44.12,66.0,6007.0,551.0,17.0,3.0852994555353903,1.8500000000000008,36.8,61.35,2019-7,1965-5,0,54,33.0,31.0,0,1.0,0.0,1,0,1,0,6.0,通化,1.791759469228055
通辽,内蒙古自治区,150500,通辽市,121.559545465,43.8287165814,1,2020-02-13 00:00:00.000000000,2.8186,0.0,1.0,-17.0,0,4201300.0,False,True,53.5,6.2424,0.7114,316.0,5.755742213586912,13295.253164556963,13.19,34.29,52.52,35.79,81.0,7114.0,206.0,11.0,5.339805825242718,20.30000000000001,21.54,58.16,2019-12,1963-7,0,56,30.0,39.0,0,1.0,0.0,1,1,0,0,7.0,通辽,1.9459101490553132
遂宁,四川省,510900,遂宁市,105.470388226,30.631465008600003,0,,2.6604999999999994,0.0,1.0,,0,4703359.0,False,True,712.14,3.0615,0.6546,370.0,5.913503005638268,12711.781081081079,13.4,45.79,40.81,66.1,72.0,6546.0,521.0,23.0,4.414587332053743,0.0,50.14,49.86,2018-6,1966-3,0,53,29.0,31.0,1,1.0,0.0,0,0,1,0,17.0,遂宁,2.833213344056216
遵义,贵州省,520300,遵义市,107.08699319799999,28.168319153800002,0,,2.6168,1.0,1.0,,0,11193200.0,False,True,257.79,3.8709,1.4432,805.0,6.690842277418564,13904.596273291923,9.59,41.4,49.01,35.3,193.0,14432.0,1050.0,15.0,1.4285714285714286,0.18000000000000682,28.66,71.16,2019-8,1967-12,0,52,29.0,33.0,0,1.0,0.0,0,0,0,1,32.0,遵义,3.4657359027997265
邢台,河北省,130500,邢台市,114.81825446399999,37.2112251914,0,,3.2401,1.0,1.0,,0,3706907.0,False,True,627.36,2.7038,1.7533,790.0,6.672032945461067,4692.287341772152,1.05,35.77,63.18,31.22,177.0,17533.0,1343.0,38.0,2.8294862248696946,0.1699999999999875,28.46,71.37,2019-12,1967-11,0,52,31.0,29.0,0,1.0,0.0,0,1,0,0,23.0,邢台,3.1354942159291497
邯郸,河北省,130400,邯郸市,114.544131082,36.5505031377,0,,3.2753,0.0,1.0,,0,13518281.0,False,True,870.29,3.5265,2.0836,1051.0,6.957497370876951,12862.30352045671,6.47,43.22,50.31,31.22,214.0,20836.0,1344.0,32.0,2.380952380952381,0.2700000000000031,37.15,62.58,2013-2,1967-10,0,52,29.0,33.0,6,1.0,0.0,1,0,1,0,32.0,邯郸,3.4657359027997265
邵阳,湖南省,430500,邵阳市,110.91689063700001,26.8727911312,0,,3.0834,0.0,0.0,,0,3417031.0,False,True,394.14,2.0987,1.2799,826.0,6.716594773520978,4136.841404358353,3.49,46.34,50.17,35.3,293.0,12799.0,1256.0,26.0,2.0700636942675157,0.9200000000000016,37.43,61.65,2016-4,1961-10,0,58,33.0,32.0,3,1.0,0.0,0,0,1,0,102.0,邵阳,4.624972813284271
郑州,河南省,410100,郑州市,113.47192307600001,34.6261000708,1,2020-02-04 00:00:00.000000000,4.1281,0.0,1.0,-11.0,0,53849953.0,False,True,1087.83,8.4114,3.8049,842.0,6.735780014242327,63954.8135391924,0.49,39.33,60.18,55.64,219.0,38049.0,2845.0,100.0,3.5149384885764503,0.10999999999999943,52.39,47.5,2019-6,1964-8,0,55,33.0,36.0,0,2.0,1.0,0,1,0,0,157.0,郑州,5.056245805348308
郴州,湖南省,431000,郴州市,113.13509204799999,25.8120065675,0,,3.5342,1.0,1.0,,0,6904667.0,False,True,268.65,4.6691,1.1028,534.0,6.280395838960196,12930.088014981273,3.5,42.09,54.4,35.3,339.0,11028.0,1076.0,47.0,4.368029739776952,0.5300000000000011,37.21,62.26,2015-4,1962-5,0,57,32.0,36.0,4,1.0,0.0,1,1,0,0,39.0,郴州,3.6635616461296463
鄂尔多斯,内蒙古自治区,150600,鄂尔多斯市,108.62523179200001,39.4117619354,1,2020-02-13 00:00:00.000000000,3.1478,1.0,1.0,-19.0,0,7467000.0,False,True,18.1,21.5488,0.5652,161.0,5.081404364984463,46378.88198757764,0.2,33.57,66.22,35.79,90.0,5652.0,399.0,18.0,4.511278195488722,0.7999999999999972,45.53,53.67,2016-12,1962-1,0,58,28.0,40.0,3,1.0,0.0,0,0,1,0,11.0,鄂尔多斯,2.3978952727983707
鄂州,湖北省,420700,鄂州市,114.779992679,30.3680113638,1,2020-01-24 00:00:00.000000000,3.0792,1.0,1.0,1.0,0,9059200.0,False,True,690.09,7.4983,0.2236,111.0,4.709530201312334,81614.41441441441,11.26,52.7,36.03,56.66,20.0,2236.0,539.0,24.0,4.452690166975881,0.10999999999999233,66.79,33.1,2018-9,1966-4,0,53,33.0,31.0,1,1.0,0.0,0,0,1,0,1390.0,鄂州,7.237059026124737
金华,浙江省,330700,金华市,119.953686927,29.116348429299997,0,,1.8972,1.0,1.0,,0,7413927.0,False,True,436.85,6.7158,1.6372,486.0,6.186208623900495,15254.993827160493,4.52,34.49,60.98,66.3,131.0,16372.0,3691.0,182.0,4.930913031698727,0.02999999999999403,57.38,42.59,2018-2,1964-7,0,55,28.0,33.0,1,1.0,0.0,1,0,1,0,55.0,金华,4.007333185232471
金昌,甘肃省,620300,金昌市,102.05072357200001,38.427317288699996,0,,2.2332000000000005,0.0,0.0,,0,1564325.0,False,True,51.71,4.4202,0.1385,46.0,3.828641396489095,34007.065217391304,2.6,61.42,35.99,31.0,13.0,1385.0,94.0,0.0,0.0,2.5500000000000043,64.71,32.74,2019-12,1968-1,1,52,27.0,29.0,0,2.0,1.0,0,1,0,0,1.0,金昌,0.0
钦州,广西壮族自治区,450700,钦州市,109.02458339399999,22.1827770306,0,,2.9204,1.0,1.0,,0,5918520.0,False,True,332.18,3.4160000000000004,0.5316,411.0,6.018593214496232,14400.29197080292,20.73,36.31,42.96,37.35,22.0,5316.0,326.0,26.0,7.975460122699388,0.9181969999999992,42.904841,56.176962,2017-4,1962-11,1,57,32.0,37.0,2,1.0,0.0,0,0,1,0,8.0,钦州,2.0794415416798357
铁岭,辽宁省,211200,铁岭市,123.69574250299999,42.0136555967,1,2020-02-05 00:00:00.000000000,2.0522,0.0,1.0,-11.0,0,1295727.0,False,True,231.04,2.2178,0.57,294.0,5.683579767338681,4407.234693877551,3.26,32.64,64.1,60.3,153.0,5700.0,228.0,20.0,8.771929824561402,7.019999999999996,37.03,55.95,2019-4,1964-10,0,55,34.0,32.0,0,2.0,1.0,1,1,0,0,7.0,铁岭,1.9459101490553132
铜仁,贵州省,520600,铜仁市,108.54398909700001,27.9694567602,0,,2.198500000000001,0.0,1.0,,0,2077400.0,False,True,242.74,2.7366,0.6432,440.0,6.0867747269123065,4721.363636363636,11.48,39.59,48.93,35.3,99.0,6432.0,550.0,6.0,1.0909090909090908,0.4200000000000017,14.0,85.58,2016-8,1970-1,0,50,29.0,31.0,3,1.0,0.0,1,0,1,0,10.0,铜仁,2.302585092994046
铜川,陕西省,610200,铜川市,109.17539622,35.2983064377,0,,2.6965000000000003,0.0,0.0,,0,3105440.0,False,True,216.38,3.6803,0.2505,83.0,4.4188406077965965,37414.93975903616,5.82,50.95,43.23,43.47,47.0,2505.0,212.0,3.0,1.4150943396226416,0.14999999999999858,44.24,55.61,2018-4,1962-7,0,57,33.0,38.0,1,1.0,0.0,1,1,0,0,8.0,铜川,2.0794415416798357
